RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
-0.047983628,0.26018825,0.2999312,0.0003499782,0.27535787,0.37524402,0.2999961,0.2500293,0.1249581,0.5000884,1
-0.030106105,0.31530043,-9.520908e-05,0.00014925089,0.0783081,0.29172814,0.20010176,4.5649875e-05,0.25003716,0.24990378,1
-0.04384682,0.43829316,0.5001327,0.0005260519,0.07041514,0.29177812,0.10000836,0.24986278,0.25002038,3.1777014e-05,1
-0.012352281,0.23295191,0.20004745,0.0003751109,0.07139956,0.3333294,0.09998128,3.7055146e-05,0.12508065,0.9999141,1
-0.038644716,0.6575201,0.20008674,0.00013226106,0.06031781,0.41669077,0.19997297,4.9222734e-05,0.24999888,-0.00012996346,1
-0.04023812,0.28746903,0.10016117,7.304476e-05,0.12563819,0.12502514,0.3000566,-8.998937e-05,0.12500603,0.5001051,1
-0.16683447,0.5478852,0.99992615,0.0011693398,0.060082294,0.45835513,0.1999661,0.7501406,0.6246918,0.24979632,1
-0.0063294033,0.16442557,0.10008364,0.00033978102,0.10880687,0.08327847,0.20009027,0.2499944,-0.00025270833,0.25001985,1
-0.04243208,0.3972383,-0.00018996082,0.00023855676,0.18928297,0.62498915,0.3000436,0.9998632,0.00023882957,-1.8033097e-05,1
-0.014185032,0.93154716,0.10006017,0.00031930156,0.05042329,0.3750741,0.29980442,7.9808044e-05,0.12497956,-0.000118569784,1
-0.0856392,0.19188516,0.39990506,0.00022687012,0.08853879,0.41654193,0.2999377,-2.789641e-05,0.2498174,0.49982965,1
-0.08091878,0.52047783,0.60020036,0.004806367,0.040149055,0.6665716,0.20005225,0.2498985,0.2499614,0.25001737,1
-0.02973439,0.32877287,0.4000392,0.00034960505,0.074880354,0.29165542,0.19985233,-7.947924e-05,-7.890643e-05,0.50000536,1
-0.03708197,0.20556346,0.20009874,8.955698e-05,0.0547529,0.16642115,0.19998853,8.179961e-05,0.12492455,0.4999708,1
-0.06143878,0.57551116,0.59994274,0.00056820066,0.07639239,0.33335122,0.20008025,0.50011677,0.12495301,0.24996215,1
-0.043127183,0.4245733,3.271998e-08,0.00012760647,0.135373,0.08329052,0.39988717,-3.333424e-05,0.124713756,0.2500789,1
-0.046110522,0.35600245,0.10007966,0.00048326844,0.075410716,0.20831037,0.40005055,-8.957895e-05,-0.00021226698,0.25008914,1
-0.047258187,0.5479172,0.30002826,0.00078586023,0.036205146,0.29168302,0.30010736,0.499915,0.00011858826,1.638694e-05,1
