RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
-0.047751807,0.49805638,0.11314865,0.22377664,-0.020947315,0.6163169,0.15948687,0.0034710972,-0.052247044,0.26494846,1
-0.006768165,0.5412065,-0.16029784,0.21826914,0.30799803,0.030121611,0.13978174,0.23824804,0.11675178,0.5069278,1
-0.028297588,0.6791037,0.32085264,0.22866556,0.28427765,0.027889514,0.011657505,-0.014039735,0.09055327,-0.23080194,1
0.037077717,0.45532277,0.041464355,0.20737405,0.28141493,0.06970767,0.060767997,0.23307998,-0.0037607115,1.2476126,1
1.2769284,3.02619,-1.9138619,2.412199,-2.4138765,2.8412786,1.7776078,2.4091113,-1.6472238,2.4117756,1
-0.35847607,1.4409162,1.3001633,-1.2167443,1.3215127,-1.0272744,1.6072754,1.1661718,-1.0675067,-0.64399725,1
-0.08081659,0.030347493,0.58419216,0.5549843,0.5430907,0.9838772,-0.012289421,0.21061765,0.2179554,-0.25346383,1
-0.017790902,-0.089460745,-0.054008592,-0.28227618,-0.1650125,-0.15754327,0.12826167,0.0036140017,-0.1125783,0.5078097,1
-0.08838265,1.4806229,-0.8702594,-1.2080926,1.3126308,1.8172255,1.3273368,-0.12922736,-0.71277213,1.1555787,1
-0.013194461,0.6706374,-0.078722924,-0.26943234,0.2771265,0.12060398,0.18032178,-0.25773937,-0.030232124,-0.23621394,1
0.38151658,1.2764423,-0.3191552,1.1704946,1.2239186,1.6037918,0.28881714,1.1950234,-0.16973127,-0.63183856,1
-0.03517469,0.0022270968,0.22567189,0.51654786,-0.6026456,1.1965698,0.02985147,-0.26018283,-0.09819034,-0.21570869,1
-0.061719976,0.07235394,0.70728505,0.24328412,0.2962416,0.042293638,0.047891576,-0.26352423,-0.1772804,0.25855452,1
-0.096745156,0.45159328,-0.01483602,0.24098738,-0.21976484,0.40774032,-0.0021354854,-0.24955504,0.4504402,0.7511912,1
1.2863891,-1.8604647,-1.5578988,2.4209259,2.4848967,2.757624,1.773648,2.9322746,-1.7912424,-2.1227927,1
-0.02410713,0.17493333,-0.18247956,0.23765722,0.39994082,0.32005993,0.26308736,-0.26176322,-0.056372292,0.017770704,1
-0.030775648,0.59090835,-0.07128323,0.2404519,-0.2190712,-0.037254,0.2828802,-0.25827673,-0.14651132,0.5012583,1
0.082468696,0.99196714,-0.02326259,-0.5965314,0.49809226,0.83374375,0.1974164,-0.0020079173,-0.22220069,0.50672334,1
-0.032548,0.5492431,0.022744263,0.23556733,0.40686792,0.48407674,0.09894736,-0.26994815,0.08619211,0.5048969,1
-0.046839524,2.5912304e-05,0.012446366,0.22399998,0.29417592,-0.04591112,0.17276587,0.00094711455,-0.040663004,0.754018,1
0.024253326,0.6983796,0.024927668,0.21164016,0.26776454,0.44559348,0.12563731,0.2450928,-0.013139744,-0.23450539,1
0.21751179,-0.43444222,1.0538616,0.78752464,0.90608007,0.96533114,-0.104310185,1.0880054,-0.589706,-0.31862473,1
-0.14051084,-0.027915847,0.37709105,0.25247422,-0.220001,0.08460058,-0.01089621,0.0011988769,0.45801994,0.010791569,1
-0.083927214,-0.0546046,0.594568,0.24764538,-0.15863496,-0.039697915,0.01990335,-0.25795445,-0.077940725,0.012765225,1
-0.2667293,3.8550618,-3.4043877,-3.8972044,-3.79051,3.9590309,-1.8232882,3.8776786,4.3495154,-3.529595,1
-0.06961852,-0.4765816,-0.33623415,-0.89353245,0.87244105,-0.6254377,-0.44308385,1.6217891,1.1355526,0.84029365,1
-0.022356054,0.077186786,-0.08059828,0.23585269,0.34660318,0.3642701,0.2658365,-0.25772393,-0.16812775,0.50759524,1
0.5291228,-1.0079513,-0.42688963,1.5054914,1.819541,1.7892781,0.40173438,-1.0111027,-0.71536744,1.493607,1
-0.11298065,-0.013542644,-0.12634735,-0.2948376,0.39331278,0.0033514185,0.08345248,0.0061993347,0.5569451,-0.2452633,1
0.062158145,-0.20177454,-0.06750942,0.45951122,0.5150027,0.8248576,-0.07728312,0.51294464,0.16756122,1.2570618,1
-0.05197442,0.33325633,-0.062080365,0.07149327,0.13500361,-0.039376985,0.25338438,-0.08038139,-0.05299155,0.5803942,1
-0.032635882,0.5867756,-0.08065858,0.24325925,0.26564252,0.44678882,0.17375927,-0.27085698,0.092054546,-0.24701878,1
1.1038519,-1.8770609,-1.7054921,2.0801606,2.161098,2.3442872,1.6926893,2.6524827,-1.5602721,-1.8211629,1
-0.063426495,0.521495,-0.065134406,0.07128944,0.10384197,0.044214394,0.34346145,-0.0778063,-0.059829034,0.083457015,1
0.00014050593,0.015223732,0.11773507,0.21459852,0.43520582,0.4994193,0.15327151,0.2580796,-0.12818344,0.2555705,1
-0.0023544822,0.7405067,-0.273227,0.4762432,0.54908085,0.8850115,0.17395385,0.5638596,0.20812444,0.8070969,1
-0.017313698,0.54723114,0.7066631,0.22508503,0.23298377,0.33245835,-0.006880365,-0.00881682,-0.1461507,0.7493359,1
-0.045013838,0.19149427,0.14156246,0.06866912,0.18122235,0.08504458,0.062061794,0.07731797,0.07235338,0.42461437,1
-0.19237094,0.036330856,0.030869499,0.070328504,-0.009704318,0.20379287,0.93251175,0.07301476,-0.055956315,-0.08236628,1
-0.045343645,0.5229842,0.30819222,0.23054485,0.35440117,-0.085719034,0.13882641,0.24465115,-0.06099177,0.25934073,1
0.027229022,0.25849694,-0.06819644,0.21541512,0.36639336,0.33261636,0.2339258,0.5017209,-0.122773975,-0.2333705,1
0.9530357,-1.0742992,-0.9101764,-1.5214403,1.659257,-0.60432446,0.9330617,2.513985,-0.9843089,-1.4551839,1
0.8444805,1.756368,-0.92126524,1.4245793,-1.4881856,-0.8523974,1.0316489,2.5273285,-0.88924265,1.7341658,1
-0.027105985,0.34540367,-0.18520029,0.24030526,-0.22575998,0.62760806,0.33755377,-0.24732985,-0.16820416,-0.2372351,1
-0.051711354,0.03021169,0.040470984,0.06653072,0.1081761,0.12688558,0.2510991,-0.077733144,-0.052491114,-0.07399615,1
0.22294718,-0.45725858,-0.2114726,0.8261915,0.97394705,1.3352233,0.21287234,-0.6007063,-0.29311547,-0.2940156,1
0.0052320184,0.07004772,0.11413495,0.21662219,0.35981616,0.26227814,0.053970464,0.7668958,-0.013100409,0.49895513,1
-0.08090634,0.8777705,0.5949804,-0.57157296,-0.2796636,-0.4241325,-0.047175147,-0.2655505,-0.1289649,-0.2436687,1
-0.012163184,0.39727828,-0.13516575,-0.28536013,0.2536257,-0.24515177,0.24767178,0.24321932,-0.085249655,0.25882748,1
0.45158157,1.7865033,1.9001232,-1.5734282,1.5484829,2.0120306,-0.64292866,2.3079855,-0.7004334,-0.7305828,1
1.3446445,-2.3940802,-2.3462029,2.7357063,2.8186548,2.969648,2.2092516,2.7387955,-1.8927407,-2.1652274,1
-0.012263442,-0.052022383,-0.07129763,0.21332577,0.3700409,0.6519034,0.048504557,0.24771273,0.20842546,0.51515675,1
-0.03190898,0.7303375,-0.108247,0.4718635,0.5249981,-0.07297404,0.45691258,0.5157268,-0.17928416,-0.244123,1
0.13662472,0.72772896,0.23596793,0.45365635,-0.51161283,0.8979434,-0.11376961,1.0484434,-0.11818606,-0.4740506,1
0.07046543,0.080861986,0.018746424,0.2120469,0.29134485,0.34019837,0.033715025,0.26780662,-0.025808243,0.01313348,1
-0.0052373447,0.6049909,-0.1420387,0.21778713,-0.2378142,0.25132364,0.24166785,0.24774921,-0.09578419,0.25554356,1
-0.06461582,-0.029504586,-0.19071089,0.22638834,0.3054187,-0.050473824,0.15578613,-0.0043651955,0.1933964,0.7639497,1
0.76426154,-1.9816357,-1.7850478,2.35388,2.520942,-2.1601248,1.7529045,2.392052,-1.2968706,2.5378838,1
0.028613059,0.54050595,-0.07016375,0.21382612,0.3173268,0.6663946,0.1465502,0.006864686,-0.01565359,0.24875927,1
0.031333417,0.92845994,-0.034027133,0.5019477,0.5396548,0.68137944,0.08254259,-0.3245139,0.08888035,0.54644984,1
-0.022976082,-0.39234462,-0.3511911,0.4850341,0.7155303,0.06931642,0.4638588,-0.010781668,-0.14405155,-0.4819059,1
-0.03512533,-0.082057655,-0.10019868,0.22987032,0.30189446,0.59086597,0.33533826,0.024626995,-0.1749312,-0.22851835,1
-0.024307135,0.6264699,0.011099832,0.22129458,0.38307565,0.36814183,0.20897654,0.5038542,-0.035148703,0.012935258,1
-0.0035098875,-0.08294263,-0.16235201,0.45146236,0.61613435,-0.015669698,0.2421445,0.25970322,-0.019675205,-0.480724,1
-0.0009486394,0.2763775,0.019052546,0.21988209,-0.14372563,0.7860717,0.108573504,0.00494717,-0.036461215,-0.22875291,1
0.030650262,0.16251294,-0.066820905,0.22093058,0.29193023,0.48241818,0.11282176,-0.2613586,-0.029434076,0.26062128,1
-0.00070728036,1.5419267,1.3084888,-0.85367507,0.9857741,1.3918705,-0.079042226,-0.8812295,-0.42496237,-0.7801166,1
-0.04661523,0.066448346,0.9765497,0.223221,0.3944399,0.4226101,-0.16042426,0.51262057,0.0535149,0.24957879,1
-0.050642457,0.44575137,0.036762282,0.069761865,0.10294963,0.0020403152,0.25102335,-0.07854206,-0.05413181,0.08427137,1
0.2991832,1.1305102,-0.4829296,-0.87959254,0.8700649,-0.3634383,0.42124227,1.3729079,-0.25691032,0.83138824,1
-0.13335992,-0.20353326,0.2743398,0.24822907,-0.21998565,0.24441703,0.59895045,-0.24888155,-0.24486083,0.0058957287,1
0.5771351,-1.2840846,-0.9874544,1.8486348,1.9099637,2.236446,0.4988121,-1.349164,-0.563249,2.081298,1
0.08395135,0.5513175,0.033522632,0.21144079,0.30719933,0.5780232,0.054716818,0.49901542,-0.011399226,0.7453154,1
-0.21699162,1.0697006,0.905107,0.8511457,0.90005606,-0.74816036,1.2576034,0.8353414,-0.69840926,-0.5739837,1
-0.053934712,0.2106465,0.9858357,0.22089039,0.3180899,0.33933887,-0.034612942,0.7729444,-0.066339076,-0.23951142,1
-0.003535603,-0.11115311,0.024383241,0.21736096,0.279395,-0.12939072,0.19521755,0.24786651,-0.13040203,0.2769888,1
0.0534632,0.119999856,-0.06441781,-0.285222,0.25499424,0.4042315,0.03622605,-0.002763822,-0.010449436,0.5003193,1
-0.10069,-1.2532387,-1.042347,1.4944227,1.5826907,1.7792954,1.8099312,-1.2342254,-1.2157515,-0.94723326,1
-0.0656627,-0.1827253,-0.07598765,0.21911663,0.26979372,-0.048473615,0.17182928,0.27119887,0.21681857,0.25393566,1
-0.06277562,0.610935,0.23891625,0.067859,0.2029631,0.124383084,0.06371465,0.16925435,0.19545268,-0.073433645,1
2.0260992,-2.8760676,-2.7589295,-3.0290892,3.0424626,3.1708205,1.9960877,2.9665549,-2.457874,3.7292693,1
-0.05764314,0.77320606,-0.36393502,0.4752811,0.81242156,0.010519751,0.71516037,0.51216817,-0.28609362,0.51048595,1
0.008045657,-0.2268462,0.04614924,0.51160103,0.6390803,0.7886419,0.14708306,-0.2999111,-0.0945584,0.020225124,1
-0.16421036,0.93622684,0.59259325,0.4854555,-0.42970166,0.6207585,-0.31617773,-0.2662301,0.86113614,1.2550611,1
-0.037643965,0.11527328,-0.0075490996,0.22542337,0.29061872,0.08617756,0.047114037,0.5024139,0.338524,0.011942115,1
0.029983832,-0.017115891,0.02532972,0.21186458,0.34563375,0.33577988,0.1444156,0.005749813,-0.14142264,0.501529,1
0.003332959,0.60485154,0.1284022,-0.29278487,0.35843077,0.60823464,0.117840886,0.23663951,-0.14391938,0.9968176,1
0.4710168,-0.98636246,-0.60931313,1.1080645,1.2174314,1.2716675,0.29800987,1.4401668,-0.4178877,1.6679726,1
-0.003409243,0.59667784,-0.06111405,-0.2901762,0.2579585,0.07558677,0.028672287,-0.25581616,0.11711238,0.501316,1
-0.04533287,0.43267286,0.03463507,0.06927762,0.21512128,0.16944955,0.24631777,-0.077920645,-0.058659624,-0.07431815,1
-0.007457452,0.44775808,-0.06220917,-0.28442404,0.37423328,0.043072555,0.21377681,-0.2525183,-0.121340714,0.012816345,1
-0.2480224,-0.12355989,-0.21090509,0.5244522,0.5909295,0.67257404,0.80494785,-0.50829595,0.593839,-0.0017505221,1
-0.049107563,0.16019219,-0.05883917,0.06682777,0.13012278,0.04351604,0.25302202,-0.07768971,-0.055329908,0.3340513,1
-0.019684365,0.63302124,-0.157522,0.22955707,0.3338047,0.23632535,0.30556932,-0.25973183,-0.13229617,0.5035804,1
0.01246292,0.5652121,-0.047204215,0.21515308,-0.25606963,0.4117764,0.14564961,-0.25095043,-0.105128706,0.9975946,1
