RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
0.001251196569390402,0.2602739726027397,0.30000000000000004,0.00029481504772902237,0.27537688442211056,0.375,0.30000000000000004,0.25,0.125,0.5,0
0.0010200848326848248,0.3150684931506849,0.0,0.00022456472517321018,0.07805025125628141,0.29166666666666663,0.2,0.0,0.25,0.25,0
0.00142034157846952,0.4383561643835617,0.5,0.0004131668968437259,0.07035175879396985,0.29166666666666663,0.1,0.25,0.25,0.0,1
0.001300449636835279,0.2328767123287671,0.2,0.00036377440030792914,0.07135678391959799,0.3333333333333333,0.1,0.0,0.125,1.0,1
0.0006588491115434501,0.6575342465753424,0.2,0.00014929588529638183,0.06030150753768845,0.41666666666666663,0.2,0.0,0.25,0.0,1
0.0012970167315175098,0.2876712328767123,0.1,8.731474441878368e-05,0.1256281407035176,0.125,0.30000000000000004,0.0,0.125,0.5,1
0.001285994972762646,0.547945205479452,1.0,0.0009991537336412626,0.06030150753768845,0.4583333333333333,0.2,0.75,0.625,0.25,0
0.0012970167315175098,0.1643835616438356,0.1,0.0001983889284064665,0.1088643216080402,0.08333333333333333,0.2,0.25,0.0,0.25,1
3.844785214007782e-05,0.3972602739726027,0.0,0.0003072413225558121,0.18894472361809045,0.625,0.30000000000000004,1.0,0.0,0.0,1
0.00044034185084306096,0.9315068493150684,0.1,0.00042292551809083905,0.05025125628140704,0.375,0.30000000000000004,0.0,0.125,0.0,0
0.001251052494163424,0.1917808219178082,0.4,0.00023544232640492686,0.08844221105527639,0.41666666666666663,0.30000000000000004,0.0,0.25,0.5,1
0.0003012018897535668,0.5205479452054793,0.6000000000000001,0.004691649556581985,0.04020100502512563,0.6666666666666666,0.2,0.25,0.25,0.25,0
