Distance_1,Distance_2,Distance_3,Distance_4
6.0,0.23494084329061626,0.052247089710826894,0.22854957127706105
6.0,0.2077804264489505,0.04151406079390873,0.2037360563762368
6.0,0.3022325151252836,0.08688349496626921,0.2947301632173453
6.0,0.24746519181019677,0.05831301340715465,0.24146331384619615
6.0,0.19757775563107371,0.03602134501275789,0.1897474268062424
6.0,0.3993890715551539,0.1531605338991262,0.3913383456110168
6.0,0.21730991498201235,0.044628740762270254,0.21123000777159398
6.0,0.1789344016715863,0.02956150498566545,0.1718993798628357
6.0,0.20364810548918366,0.03741940546035984,0.193369707689328
6.0,0.2942042340460711,0.08283339159247177,0.2877910117828234
6.0,0.274417966132227,0.07221208263648625,0.26870455348948075
6.0,0.21858506922909438,0.044313856090363334,0.2104503365615985
6.0,0.3155268441846071,0.09500188188463014,0.3081898341332782
6.0,0.3381592976196443,0.10888415083874946,0.32994528372899795
6.0,0.3017737448856099,0.08752541417835402,0.2958298227456511
6.0,0.2580421235059839,0.0622818547630582,0.24952497062368656
6.0,0.23702362097835977,0.05315427756574563,0.23052751686350367
6.0,0.32336421619661015,0.10176832823612897,0.31899854883361456
6.0,0.29662299709116635,0.08401338433214385,0.2898307557554505
6.0,0.20483218402407843,0.039724094507786585,0.1992872324168343
6.0,0.2955300184656509,0.08146164160224494,0.2853649431425708
6.0,0.20152003631497445,0.03635448566723128,0.19058501312937204
6.0,0.3418285386027129,0.11002506014785386,0.3316599458926577
6.0,0.20838014782164135,0.04016036219400426,0.20036378957116452
6.0,0.24484333513977044,0.057038137885585316,0.2388001720596127
6.0,0.23407924124583687,0.0510126889219186,0.22581870173447918
6.0,0.2891215934971892,0.08130674266553975,0.2851352969809535
6.0,0.3254553512051366,0.10238560533804326,0.31996096539017466
6.0,0.20613355596626087,0.03985997655990966,0.19962325789368024
6.0,0.2574818621779327,0.06022076861339308,0.24531484775544754
6.0,0.275956508666919,0.07031756423879477,0.2651126570162952
6.0,0.3112344551817232,0.09411441679288265,0.3067735274896163
6.0,0.3127313157321292,0.09317598825517036,0.3052215483508324
6.0,0.24561054236885763,0.05702916980634535,0.23876811324208877
6.0,0.23331570429637175,0.05230178499875605,0.2286817440684827
6.0,0.19030771256989992,0.03272456474924252,0.18083264896056345
6.0,0.2651679169705677,0.06554328783998506,0.25593711615380615
6.0,0.1983007849737003,0.035732215536535834,0.18897518329552193
6.0,0.2908709127130348,0.08042277144195584,0.283545239256046
6.0,0.33025134083205016,0.10411455848447167,0.32264551679557335
6.0,0.2133484329946353,0.043322429833722,0.20812315818917343
6.0,0.23269931716247758,0.05230500591273653,0.228692662234877
6.0,0.231723302902317,0.05053235424130941,0.2247581998618272
6.0,0.28194128250520567,0.07521985549571111,0.2742244092590779
6.0,0.23840706689283875,0.05452182093432149,0.23348106065332705
6.0,0.3600119713164926,0.12674885993038887,0.356005515777618
6.0,0.23079977190478632,0.049869565447701915,0.2232864318543235
6.0,0.2712712864741009,0.07179323861176298,0.2679374416869577
6.0,0.21879130918108283,0.04544716645788529,0.21316041178553358
6.0,0.3041477394196777,0.08835106397590557,0.2972187938677184
6.0,0.23918716265608705,0.05575436421580498,0.23611821068189576
6.0,0.20760465084476423,0.04050179797924997,0.20122825275140396
6.0,0.17869753870400548,0.02939102601065245,0.1713930244520539
6.0,0.3692684793997173,0.1289062737921271,0.35899506410470255
6.0,0.2335543147485252,0.05088826499246041,0.22554917174584385
6.0,0.291279131642416,0.07932815075790073,0.2816058719381241
6.0,0.24119180113244879,0.05427768525229919,0.23292871964424597
6.0,0.314384353422826,0.09178574058729282,0.3029125244064214
6.0,0.1930978638144775,0.03492839709274577,0.18686021239099962
6.0,0.20503906833662597,0.039156032399863816,0.1978372885818372
6.0,0.3053416674377805,0.09105762230263563,0.301750689582496
6.0,0.32692229815794555,0.10311500860322488,0.32110110572258693
6.0,0.28525278201228416,0.07767756718135013,0.27868646259996693
6.0,0.31037578614191597,0.09115666280070367,0.30188574947895835
6.0,0.2257377949770908,0.049472941031408355,0.2224195677803325
6.0,0.3364193205620807,0.10691705456422965,0.3269280256595113
6.0,0.19026033179168056,0.03339134566081304,0.1826718780241223
6.0,0.2849359383588786,0.07684067787708293,0.2771672736044074
6.0,0.3966473399834441,0.15111520294663727,0.38870879110812906
6.0,0.316029579000589,0.09639489083149042,0.31046072662027524
6.0,0.34556295337544657,0.11496843377698228,0.3390519229506966
6.0,0.19719875215983904,0.036071271097494896,0.18989205936365308
6.0,0.23108942272851035,0.04798056751974263,0.21897066244194874
6.0,0.21895744917560198,0.045493329648686964,0.2132711832450276
6.0,0.3011291546921239,0.08737327453314121,0.29557322890167853
6.0,0.24611542664117841,0.05777139332242184,0.24033875511701205
6.0,0.36043962450966244,0.12459316456317335,0.3529582857903316
6.0,0.20351811261520864,0.0387861091522814,0.19690697928740578
6.0,0.18253123443506822,0.03017507700069813,0.17362637399862235
6.0,0.3059042412094512,0.09168649819749106,0.30279361981469244
6.0,0.33549630180219847,0.10883043713317503,0.32988294053540745
6.0,0.2158444995810485,0.04536789630632159,0.2129921468529289
6.0,0.20823206409796854,0.040531039364827444,0.20128337676222677
6.0,0.3073528724985951,0.09011003552813113,0.30015881292151053
6.0,0.21689677882682284,0.04341217279463513,0.2083184362820027
6.0,0.26579566622143447,0.06908388542147471,0.26283191966372993
6.0,0.31973182354131735,0.09887662013691471,0.3144355808250828
6.0,0.232574583719188,0.05021476615835546,0.22403304208065386
6.0,0.33615618168036393,0.1077566045767704,0.32823949913512557
6.0,0.31597180099293676,0.09724323796546552,0.31182505108201547
6.0,0.33505188409707315,0.10848027524987035,0.32934481209840194
6.0,0.32189545177330137,0.0984765645626001,0.3137834093580829
6.0,0.23752951318291868,0.05281357310411801,0.22978019702476438
6.0,0.2809685974864996,0.07491306062270325,0.2736819417525981
6.0,0.19842332763400497,0.03602742774989071,0.18975399123812636
6.0,0.3057275429240302,0.0896591680043829,0.29941452130862006
6.0,0.26929306347049825,0.06950623277230658,0.26361705510648276
6.0,0.22336381552843074,0.0464621782109989,0.21550930865898568
6.0,0.2157628852249527,0.04359513174406297,0.20876605747933105
6.0,0.1995577056011323,0.037137584186121654,0.1926739619082647
6.0,0.3268360407214213,0.10466934351909196,0.32352143013045476
6.0,0.3333184011732606,0.10678973484557504,0.3267719075047582
6.0,0.2798988513500019,0.07231319532856195,0.26884512454112214
6.0,0.3386108096073248,0.11101334381292641,0.3331737563826256
6.0,0.30316204524824647,0.08908009777199685,0.29844913960583475
6.0,0.19491195123338617,0.03471775371256422,0.18626386057059943
6.0,0.22068224419463958,0.04629281500528612,0.21513345193342245
6.0,0.29051245691619676,0.07959537540751876,0.2820840681163507
6.0,0.27486619238765037,0.07300065747664618,0.270176614272283
6.0,0.31134495156893466,0.09125540829402369,0.3020535212525343
6.0,0.21175277898439535,0.043564525723450924,0.20871523049180368
6.0,0.2868633551934645,0.07773268022088531,0.27877724545347093
6.0,0.2383044143563665,0.053560595171596725,0.23140420751446752
6.0,0.203739865024876,0.039536298706479456,0.19882237470136208
6.0,0.35214497825428853,0.11685070482627175,0.34179739833770045
6.0,0.223568627325018,0.046719294062558765,0.21610717516967995
6.0,0.25193228626323255,0.05994729449656561,0.24481592295844648
6.0,0.32591389776084595,0.10144884964930846,0.31848939813457605
6.0,0.3466818625366844,0.11422905863289337,0.3379421730962042
6.0,0.2373753478588645,0.053656349301688035,0.23161910595301527
6.0,0.2619883530808509,0.06590148004711713,0.2566981196227655
6.0,0.34741061771791026,0.11598422565337349,0.340545062893011
6.0,0.26104262816167284,0.06299047150445325,0.2509278466498059
6.0,0.33980305392962246,0.11197917070087365,0.33462148851524837
6.0,0.19225685739200288,0.034024323457876274,0.18439712671142672
6.0,0.2971967353750495,0.08525925689820457,0.29198117734973617
6.0,0.2926293313276927,0.08147327534188031,0.2854094823518532
6.0,0.3074027019038431,0.0904241484552675,0.3006708391561494
6.0,0.2831700574522782,0.07579433380502136,0.2752807342315968
6.0,0.3333666609443156,0.1086360196068216,0.3295922566300479
6.0,0.2801508690979275,0.07385200698113777,0.27172046895389235
6.0,0.22505640839087918,0.04782606973448915,0.2186554515647519
6.0,0.28548978346054266,0.0786047773282349,0.2803496779734262
6.0,0.27074601919485497,0.07156542280684089,0.2675105625596813
6.0,0.2928382213209277,0.08247915121820486,0.28717802723784397
6.0,0.24064023894479925,0.05677433184526604,0.23826941807231883
6.0,0.3900168147927293,0.14868912072079143,0.3855954923721338
6.0,0.33808180998917514,0.10967412978191235,0.33115171335422866
6.0,0.25376008084616375,0.060008367417802556,0.24490610407189878
6.0,0.33759809418729864,0.10957443497449906,0.33099737365402554
6.0,0.18739605622092617,0.033478265322865366,0.18295645147724868
6.0,0.3198728909364737,0.09890059614828446,0.3144693571406399
6.0,0.2618704689118505,0.06437614538843123,0.25366745076165403
6.0,0.25658840731470645,0.062093450985759024,0.24915931857467843
6.0,0.3900922872320004,0.1474887226117602,0.38403204347752296
6.0,0.2819838185140583,0.07706631310837041,0.27760074490568987
6.0,0.2788096365118593,0.0744190716644293,0.2727734643207933
6.0,0.2580538320192672,0.06322394985800854,0.2514210965248038
6.0,0.26358732992984313,0.06570000126941145,0.2562891653360125
6.0,0.18617461035764676,0.03292184423313574,0.1814218236050226
6.0,0.3536476587253537,0.11993372726328164,0.3462796009294701
6.0,0.3356467934122568,0.10950644803377885,0.33090774438937715
6.0,0.30912767420043985,0.09162308563031218,0.3026792511960656
6.0,0.37150340795986947,0.13410397430464768,0.3661919847226938
6.0,0.21481032514517917,0.04367470717828001,0.20896512202855147
6.0,0.28143952430506064,0.07746453532298969,0.27832014989888326
6.0,0.2964338492542194,0.08475829631207621,0.29111732488701747
6.0,0.29705033597710306,0.08402901072585055,0.28985778131911544
6.0,0.2226412250074072,0.046088821375346076,0.21464499996155584
