Distance_1,Distance_2,Distance_3,Distance_4
4.0,0.6570130421865495,0.144519647690513,0.2445285128060689
4.0,0.5811580287920033,0.11341438011286697,0.20838032123019481
4.0,0.5493098550408254,0.1022421924098677,0.2140743265164282
4.0,0.5575693326861461,0.10502619479579418,0.2155819318321764
4.0,0.824082562779328,0.22598057858161105,0.2851725575393329
4.0,0.5949620974594955,0.18948605052552817,0.37966445868911713
4.0,0.5768758611302442,0.11138462786656271,0.21843888692534902
4.0,0.49370045724868505,0.12056723538060474,0.25244091495263976
4.0,0.4366740284159092,0.07168905276371433,0.21298328124159271
4.0,0.4726838853249726,0.08790207153868805,0.22263791048654283
4.0,0.7427487329349919,0.20557859250270563,0.3687439664149575
4.0,0.6389755403835401,0.1813768654858857,0.32191767369039953
4.0,0.36679638421900623,0.04967265073157048,0.15901258187873687
4.0,0.8384407984896206,0.2340073546404704,0.290199984295992
4.0,0.3945466839657457,0.06239823069900397,0.1954479334432577
4.0,0.3362250886543952,0.06330543741632615,0.2353381605896341
4.0,0.439047340096244,0.0956198703467701,0.22128572843903682
4.0,0.49031076149160324,0.18661067031857664,0.42784172264718723
4.0,0.39878136756933313,0.06197989069650026,0.19605511418546517
4.0,0.538363468991214,0.14194485484766592,0.27901411737570786
4.0,0.4786252878694659,0.10272013011604701,0.24331933270930237
4.0,0.5727903885478649,0.15821406426950776,0.2922513557786721
4.0,0.6554370742561891,0.14336315314537035,0.23632802985829665
4.0,0.48773778392485884,0.17252176046324544,0.40828713217212476
4.0,0.49691904058916186,0.08746804867362759,0.2115084130721397
4.0,0.3878585850712346,0.06009118324593776,0.19621055184424627
4.0,0.43728083240187954,0.07722517990805033,0.21225120686894125
4.0,0.46512890877050184,0.07655860407853382,0.19774379343185908
4.0,0.4172453774553959,0.06516360583362442,0.18907182568951503
4.0,0.5342456316428328,0.09854027096998995,0.21617404387977535
4.0,0.3399861232460718,0.1000645191992941,0.31587092996952765
4.0,0.4881880563807063,0.11799263270232416,0.2741331180324378
4.0,0.37723510028834556,0.08741949592286723,0.2816925379950215
4.0,0.5638825030329381,0.10764450147958105,0.2178074528608185
4.0,0.5053165529873462,0.0881735581296455,0.20037405697492694
4.0,0.6345414063348014,0.13378014412291545,0.23351351672897094
4.0,0.48569780910245636,0.0820963552323324,0.20049602437865152
4.0,0.7789806747754653,0.20278379110336317,0.2813259389490034
4.0,0.5479046294690917,0.1474275885352697,0.280752289231451
4.0,0.4111691473837299,0.08510942262782142,0.24483300797284904
4.0,0.406297049442063,0.0589456937343439,0.1695633780779404
4.0,0.4023926015456879,0.06274889171747568,0.1898236260362076
4.0,0.5312199518382655,0.1401627348100111,0.2947086469117156
4.0,0.5732644340321248,0.12294920839503204,0.2871124967445511
4.0,0.4694055811368013,0.13474085842966657,0.35494776652240184
4.0,0.6773204574275129,0.15181985061301667,0.24131228333957955
4.0,0.5670715654598706,0.10808786603087238,0.2190876514967739
4.0,0.5074683890185416,0.08822729400514502,0.20531742948247442
4.0,0.49727248778549715,0.08265909358771131,0.19447060721435946
4.0,0.5465547071936713,0.09998671777177048,0.19870244502547596
4.0,0.8581146654757397,0.24577513547437774,0.30536918642860755
4.0,0.48833648943885644,0.10365106115678613,0.24124352709969865
4.0,0.4006129272310883,0.06377813097740859,0.19155690444746262
4.0,0.6055021349316884,0.12348513074161929,0.22989818252757754
4.0,0.3666106485590367,0.049437153057510674,0.15853811902210632
4.0,0.4486042002432858,0.07200790617496704,0.197845928503637
4.0,0.359370479908948,0.05809989448502277,0.17793941694699075
4.0,0.4107469182142132,0.06450332168881602,0.19172766550260933
4.0,0.4076953128641262,0.06772661694849062,0.20336241621798612
4.0,0.45372748432764376,0.07385866603215348,0.19243668282006543
4.0,0.4121657664246119,0.06090990897985761,0.1767496778668636
4.0,0.4595043520370667,0.07378978089688441,0.20018886235148142
4.0,0.5232913698462724,0.14134618128623108,0.31337500537349494
4.0,0.9212104398424232,0.42546541944370425,0.49761354520216594
4.0,0.4225078908101334,0.07656035092023546,0.2482998387519954
4.0,0.4902603969081373,0.08313307377154269,0.20300994242206297
4.0,0.4646600037730725,0.07647982382183802,0.196249979155806
4.0,0.34968159002873367,0.11869781098015836,0.34451059019735203
4.0,0.37773495216345676,0.08008336127223971,0.2612379575624987
4.0,0.3919740955833687,0.07580311539847939,0.21059493222494982
4.0,0.5337050296146563,0.14153252881767212,0.2954847501590271
4.0,0.36454590762583766,0.07280110703662115,0.24091953639612998
4.0,0.5402054855462222,0.14462879098868087,0.28009294311525723
4.0,0.45557785318451177,0.1048895766449918,0.2571866752019505
4.0,0.43660264809261534,0.09506096111040688,0.22083609323010395
4.0,0.417898043332408,0.08588160754354679,0.21442267659173309
4.0,0.5769851880326685,0.11185931148446861,0.2197155327600741
4.0,0.7349517194295758,0.26894845851360943,0.40250787413095945
4.0,0.574974291253407,0.11077085141410759,0.21988172815224194
4.0,0.38361192346683076,0.12972860244231424,0.35952252216518077
4.0,0.8800175799173997,0.3674935955231368,0.4497749874340851
4.0,0.40642906057651407,0.06771466424637632,0.1967796121963717
4.0,0.49752835257317224,0.12336725764017827,0.25863434039874733
4.0,0.5204860165934602,0.09262744638141798,0.20138196071677122
4.0,0.5062844501662987,0.08797051547367592,0.20619509131322597
