RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
2.3913777,6.0530133,-5.043805,5.8541117,6.0750613,6.282468,6.0224557,6.129097,-4.338373,-5.3167486,1
0.011583817,-0.18394877,-0.2857821,0.4558994,-0.5220669,0.82690954,0.15614103,-0.5006832,-0.0083083175,-0.22579554,1
2.3628125,4.4099283,-3.0264716,4.023975,4.2321377,-3.7802048,3.9739327,4.3469973,-2.392131,4.133498,1
4.248277,5.783483,6.1413636,5.612346,5.680409,5.9899864,0.021456443,5.5937524,-4.7590685,6.6177607,1
4.8732944,7.184352,-5.9693623,6.61464,6.6721897,7.095835,6.7844877,6.602389,-5.697822,6.606168,1
1.4261153,-4.584591,-4.13861,4.9037538,5.1119404,-4.7231708,4.69424,-4.931031,-3.4805264,-4.280695,1
2.9810083,5.365972,-3.3612094,4.9563804,5.015571,5.379076,4.2205105,-4.1516614,-3.2246792,-4.577405,1
3.9569438,6.472249,-5.767172,6.3507147,6.527612,6.4511127,6.5866103,-6.1418123,-5.5755215,6.6346955,1
1.3455635,-3.1205387,3.7795396,3.5146692,3.8398468,-2.9329722,-0.20040105,-2.6414752,-2.8923812,-3.453935,1
3.0832934,5.4620123,-4.0742636,-4.6520543,4.705194,5.0306015,4.3909497,4.6725388,-3.5700064,-4.54473,1
1.680416,5.004248,-3.931459,4.9464464,5.063673,5.31047,4.735434,-4.937158,-3.532451,-4.3364472,1
-0.09921236,3.45781,-1.7846643,3.0106401,-3.1687164,-2.2053425,2.5221303,3.3082633,-0.9902527,-2.6652155,1
-0.13097265,2.0972338,-0.8979922,1.8173991,-1.8074323,-1.494313,1.6614592,-1.845739,-0.8919464,-1.2377203,1
-0.06166983,-1.3015016,-0.9198519,1.4401072,-1.5584906,-1.259515,1.2657549,1.5442524,-0.673546,-0.9246922,1
3.6054122,-5.0859184,-4.574773,5.6622477,5.8230114,6.0246844,5.3081594,-5.111857,-4.644981,-5.307559,1
0.94629395,5.518632,-4.4664354,5.151135,5.356377,-5.027416,5.1096754,-5.2013125,-3.301769,-4.826986,1
1.826665,-3.4853551,-3.0480413,3.8465605,4.028741,-3.5890384,3.5548124,-3.8932037,-2.5824099,-3.4878156,1
1.9242903,4.5522304,-3.201343,4.113525,4.1769047,-3.6949987,4.44976,4.6602483,-2.1787105,-4.022377,1
3.1276033,5.120104,5.3795023,4.882747,5.0807195,5.165433,0.17506771,4.8659987,-3.8134453,-4.566502,1
-0.03065418,2.617878,-1.4787062,2.4329116,-2.549392,-2.0473228,2.305507,2.7440162,-1.0469437,-1.8303943,1
1.3488109,-4.3853197,-4.0707855,4.8878527,5.005549,-4.6365657,4.7921247,-4.9268923,-3.545389,-4.790278,1
3.6055136,-6.206609,-6.1959248,6.60662,6.7253127,6.7559075,6.6523986,6.8646374,-5.978937,-6.0572295,1
0.87386215,2.888553,-1.5202504,2.7084413,-2.78801,3.090068,2.1576498,-2.4616053,-1.4910074,-2.4021766,1
1.7620744,-3.670962,-3.0817893,3.7798343,4.0417347,-3.510888,3.7899704,3.915691,-2.4710326,-3.4841108,1
1.9442352,-5.5574493,-5.1482744,5.657457,5.784455,-5.4655304,5.369654,-5.6782165,-4.4058595,5.9247875,1
2.8829865,5.199241,5.536003,4.871628,5.014823,-4.664065,-0.317812,-4.2002487,-3.8017044,-4.8015223,1
-0.080619656,-6.3549705,-5.743123,6.5702972,6.6949267,6.7566023,6.6817927,6.6579485,-4.9901643,6.856218,1
1.6483411,5.589614,-4.0266156,5.169136,5.456472,5.4305954,5.1346793,-4.6583734,-3.8714533,-5.0834394,1
3.5516307,-5.4254203,-5.107503,5.658907,5.8630166,5.9400563,5.5843873,-5.383364,-4.58589,-5.6019516,1
1.5295626,-4.2589545,-3.80801,4.636982,4.7826877,-4.2672014,4.213559,-4.6735187,-3.1405761,-3.7852094,1
1.2116593,2.8980198,-1.9430943,-2.734575,2.8688138,2.7798991,2.5327713,-2.7279108,-1.7470793,-2.117297,1
1.3039783,-3.1860507,3.9289274,3.582838,3.6941352,-3.3625164,-0.55851567,-3.6865134,-2.7323098,-3.5199199,1
1.6090732,3.989454,-3.1605659,3.8231597,3.9280999,-3.5193937,4.191967,4.3924527,-1.9968413,-3.5122397,1
0.9632943,-1.8384567,-1.8975854,-2.4844239,2.5174322,-2.2537441,2.1410518,2.4254162,-1.4830571,-2.3417845,1
-0.0059850086,3.658454,-2.6375623,3.48239,-3.5653765,-3.133206,3.5959086,4.1686025,-1.8337307,4.018916,1
1.6620888,4.0305004,-3.2765071,3.8453493,3.947038,-3.426436,3.8509703,3.883795,-2.1514742,4.177619,1
-0.057190098,6.6238055,-5.240661,6.343161,6.4113913,-5.7741523,6.557149,-6.1820807,-3.664995,-5.8124595,1
1.7137797,-3.0149207,-2.8937948,3.247418,3.4230678,3.4697442,-1.4266322,3.3297148,3.657898,3.791104,1
2.0397913,-6.57522,-6.316887,6.5663238,-6.577993,6.784116,6.1486006,6.614402,-5.392354,-6.589456,1
1.5889829,3.7488217,-2.9579608,3.5721295,3.7295349,-3.2749476,3.8135066,3.5805383,-1.7357024,-2.9819272,1
2.0466897,-3.0487678,-3.2441866,3.5138054,3.7151816,3.690311,-1.0923673,3.881552,3.7705688,-3.504735,1
3.0636704,5.243845,-4.048562,4.8620014,5.111265,5.7548866,5.132107,-3.863154,-3.8575163,-4.7949343,1
2.4977481,5.159523,-4.130241,4.867652,5.0386195,-4.225608,4.9742355,-3.89775,-3.8412309,5.1359673,1
1.7645096,-3.7569833,-3.1889286,3.8505495,-3.8462455,4.2813187,3.3238707,-3.7384586,-2.8596098,3.8884382,1
3.7248373,6.434958,-5.7271557,6.370675,6.454241,6.5772247,6.47177,-6.4134192,-5.5214705,6.4125614,1
1.818252,6.9184694,-5.758302,6.5992236,-6.651693,7.1531997,6.4681764,6.893502,-5.060091,-6.048407,1
1.1286212,2.6795192,-1.5751045,-2.4475162,2.6308613,2.9922082,2.069393,-1.8451171,-1.5438545,-2.103561,1
0.102477945,-0.45899323,-0.42044327,0.76742935,-0.6068048,0.94971716,0.26085103,-0.5605374,-0.097435206,-0.5238073,1
1.7477959,-3.3794515,-2.9921727,3.5644758,3.6921318,-3.525145,3.5619762,-3.6072726,-2.5506546,-2.971052,1
3.488995,6.1960564,-5.115758,5.883916,5.9598055,6.393464,5.67493,-5.162227,-4.7433395,6.6316223,1
1.9600134,5.146267,-4.2650166,4.938208,5.0752625,5.1518207,4.991081,-4.9162917,-3.5633261,-4.3220773,1
1.6637113,-3.666272,-3.3788774,3.7857008,4.057943,-3.3200972,3.8022096,3.8897579,-2.4486907,-2.980783,1
