age,two_year_recid,priors_count,length_of_stay,c_charge_degree_F,c_charge_degree_M,race_African-American,race_Other,sex_Female,sex_Male,prediction
0.34168446,1.0002308,0.39150172,-0.14034028,1.0,0.0,1.0,0.0,0.0,1.0,1
0.27465034,9.752352e-06,0.2699803,0.021273686,1.0,0.0,1.0,0.0,0.0,1.0,1
0.22691986,0.9999403,0.271044,-0.12297485,1.0,0.0,1.0,0.0,0.0,1.0,1
0.2022749,0.9998751,0.24419051,-0.117437065,1.0,0.0,1.0,0.0,0.0,1.0,1
0.39459503,0.99992996,0.50525886,-0.18744107,1.0,0.0,1.0,0.0,0.0,1.0,1
0.3415192,0.9993904,0.18339817,0.5895905,1.0,0.0,0.0,1.0,0.0,1.0,1
0.3078937,1.0000061,0.3674685,-0.13968487,1.0,0.0,1.0,0.0,0.0,1.0,1
0.26589897,1.0000161,-0.041938838,0.59166956,1.0,0.0,0.0,1.0,1.0,0.0,1
0.4554993,1.0000297,0.5131905,-0.0927394,0.0,1.0,1.0,0.0,0.0,1.0,1
0.19023961,0.9996471,0.1357766,-0.0040563187,1.0,0.0,1.0,0.0,0.0,1.0,1
0.40623638,0.9999641,0.40119508,-0.18488097,1.0,0.0,1.0,0.0,1.0,0.0,1
0.2544255,1.0001357,0.12520821,0.08769637,1.0,0.0,1.0,0.0,0.0,1.0,1
0.21792883,0.9998231,0.22559837,-0.06604147,0.0,1.0,1.0,0.0,0.0,1.0,1
0.35379636,1.000116,0.40152577,-0.14172065,1.0,0.0,1.0,0.0,0.0,1.0,1
0.2173704,1.0001786,0.21740372,-0.068613864,1.0,0.0,1.0,0.0,0.0,1.0,1
0.14355248,0.9999175,0.17017815,-0.055975027,1.0,0.0,0.0,1.0,0.0,1.0,1
0.10639038,1.0002879,-0.0916554,0.16857105,1.0,0.0,1.0,0.0,0.0,1.0,1
0.567053,0.99985546,0.8370791,-0.076062955,1.0,0.0,0.0,1.0,0.0,1.0,1
0.24429193,0.9999146,0.24240138,-0.07034172,1.0,0.0,1.0,0.0,0.0,1.0,1
0.14349793,0.99981946,-0.0203071,0.13026302,1.0,0.0,1.0,0.0,0.0,1.0,1
0.17776877,0.9999753,0.07760713,0.046945266,1.0,0.0,1.0,0.0,0.0,1.0,1
0.1638188,1.0002695,-0.026426764,0.17244951,1.0,0.0,1.0,0.0,0.0,1.0,1
0.38021046,0.9999774,0.44871634,-0.15236628,1.0,0.0,1.0,0.0,0.0,1.0,1
0.50675875,1.0000733,0.48743823,0.38558486,1.0,0.0,0.0,1.0,0.0,1.0,1
0.20890194,0.9995661,0.21040286,-0.068990484,1.0,0.0,1.0,0.0,0.0,1.0,1
0.29789117,0.9999693,0.29307303,-0.074078165,1.0,0.0,1.0,0.0,0.0,1.0,1
0.18910745,1.0001744,0.15138897,-0.021535136,1.0,0.0,1.0,0.0,0.0,1.0,1
0.20357214,1.00013,0.24666587,-0.096887074,0.0,1.0,1.0,0.0,0.0,1.0,1
0.17291288,0.99982494,0.18152538,-0.07847577,1.0,0.0,1.0,0.0,0.0,1.0,1
0.56224483,0.99992335,0.63097596,-0.11430483,1.0,0.0,1.0,0.0,0.0,1.0,1
0.12994845,1.000025,0.08095861,-0.022343883,1.0,0.0,1.0,0.0,1.0,0.0,1
0.71504086,0.75844693,0.80249095,-0.032812297,1.0,0.0,1.0,0.0,0.0,1.0,1
0.26162428,-0.00012812077,0.44104457,-0.08371062,1.0,0.0,0.0,1.0,0.0,1.0,1
0.24337696,1.000254,0.29300404,-0.12870511,1.0,0.0,1.0,0.0,0.0,1.0,1
0.14743978,1.0000579,0.18266284,-0.10542023,1.0,0.0,1.0,0.0,0.0,1.0,1
0.24960817,0.99985516,0.3204614,-0.15743406,1.0,0.0,1.0,0.0,0.0,1.0,1
0.20938651,0.99996924,0.23628654,-0.10229414,1.0,0.0,1.0,0.0,0.0,1.0,1
0.35239774,0.99976283,0.3897062,-0.12184738,1.0,0.0,1.0,0.0,0.0,1.0,1
0.17222264,0.00025152432,-0.058351833,0.25072733,1.0,0.0,1.0,0.0,0.0,1.0,1
0.2786591,1.000018,0.30784255,-0.07866918,1.0,0.0,0.0,1.0,1.0,0.0,1
0.17372358,1.0002661,0.18864514,-0.071855836,0.0,1.0,1.0,0.0,0.0,1.0,1
0.18190537,0.99993926,0.18554321,-0.0740111,1.0,0.0,1.0,0.0,0.0,1.0,1
0.51503783,1.0000514,0.37074646,0.24038884,1.0,0.0,1.0,0.0,0.0,1.0,1
0.27350464,1.0000161,0.44549426,-0.15141498,1.0,0.0,0.0,1.0,0.0,1.0,1
0.48586193,0.9998382,0.3778006,-0.08000872,1.0,0.0,1.0,0.0,1.0,0.0,1
0.323007,1.0000345,0.41117415,-0.17890622,1.0,0.0,1.0,0.0,0.0,1.0,1
0.26706764,1.0000361,0.3194321,-0.12726152,1.0,0.0,1.0,0.0,0.0,1.0,1
0.22645469,0.99998784,0.25850576,-0.109263994,1.0,0.0,1.0,0.0,0.0,1.0,1
0.22911358,-0.00033032868,0.32357413,-0.08161736,1.0,0.0,1.0,0.0,0.0,1.0,1
0.48699635,1.0000801,0.544382,-0.12198915,1.0,0.0,1.0,0.0,0.0,1.0,1
0.37217128,0.99990416,0.42021948,-0.08424381,0.0,1.0,1.0,0.0,0.0,1.0,1
0.15508276,0.9999161,0.049235854,0.055502005,1.0,0.0,1.0,0.0,0.0,1.0,1
0.16803081,0.9999966,0.1611393,-0.057036728,1.0,0.0,1.0,0.0,0.0,1.0,1
0.30147725,1.0001147,0.3574839,-0.13536257,1.0,0.0,1.0,0.0,0.0,1.0,1
