age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,sex_Female,sex_Male,native-country_Non-US,native-country_US,prediction
1.0712975,-0.79659736,1.1994442,-0.08126843,0.5833445,1.0491893,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.4520634,0.047988266,0.7998155,0.075737454,4.256439e-06,0.12250355,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
-0.69685906,1.295094,1.3489001,0.21638729,1.0857447,-0.65650535,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.74584067,0.392393,0.22130744,0.13436258,-0.22345576,0.61962265,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.1510931,0.22099242,0.7994854,0.067322716,0.0007389726,0.39702,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.4383176,0.10030495,0.39479452,0.2364603,-6.2505496e-06,0.20317921,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.4793695,0.1333461,0.5335448,0.08263323,0.00048801093,0.44892853,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
-0.26842785,0.6758519,1.0245719,-0.0548555,0.47500896,1.2756628,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.17813896,0.08721463,0.8000089,0.068219185,-0.0001011277,0.39800656,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
0.29121757,0.56795466,0.90034306,0.052962024,0.3965779,0.5363864,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1
0.7302792,-0.7397239,1.2288178,0.08156871,-0.9462813,1.1848887,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.55737966,0.30874372,0.8303712,0.09054874,-0.24500276,0.13853134,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.23285182,0.15776837,0.19983956,0.18008639,-4.2873035e-05,0.44890153,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
0.3968072,-0.42755964,0.78701186,0.1808598,-0.57558745,0.720441,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
-2.7007253,-3.674264,-2.662245,2.1063764,-3.7119935,-3.0702639,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.28764054,0.011029674,0.45441115,0.10979651,-0.0013486205,0.49992484,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.3562611,0.18936987,0.866587,0.107202634,3.0667907e-05,0.44889235,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1
0.5091677,0.19662344,0.56500226,0.19244011,0.0022283173,0.19647674,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1
0.24628091,0.04353393,0.26673895,0.16015299,-9.052009e-05,0.3979421,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.605045,-0.18933606,0.5405267,0.06071243,0.21032795,0.612031,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
1.0970272,0.58047277,0.20113063,0.18680175,-0.5576749,0.8631297,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1
0.5346394,0.13869831,0.80013996,0.06458442,3.580317e-05,0.39779428,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.42599243,0.93020034,-0.13013935,0.13516805,0.73786396,0.9121537,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.50655967,0.11366002,0.5998277,0.07192408,0.00010426367,0.60194314,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
-1.078354,-1.5188727,-0.71744436,0.93148834,-1.6229873,-0.7413534,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.43868235,0.1225147,0.53703123,0.09429536,-0.00026916154,0.3978993,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.81003195,1.2302005,1.2923391,-0.18597546,0.9101832,1.3928725,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.11509038,0.406637,0.66986245,0.14335279,0.20702644,0.559796,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
-0.7216882,1.4018018,-0.13661528,0.19935665,1.3772593,1.4243193,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.1785894,0.0312627,0.6003036,0.117830165,7.21793e-05,0.39818126,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.06842243,0.20240027,0.60004777,0.14122796,-0.00031781723,0.14230956,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.4249251,0.15562107,0.3998516,0.1769607,-0.00010699334,0.39798203,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
0.07333886,0.12474329,0.60186297,0.17889993,0.0021811947,0.40000156,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.49610355,1.1454275,0.94356346,-0.16636771,0.66269433,0.8750128,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1
0.46161532,-0.18533944,0.44546556,0.17531018,-0.21460737,0.15814005,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.4246574,0.17123976,0.7331056,0.049072854,-2.8961189e-05,0.39793092,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
