RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
0.190223,1.6912421,-0.71772796,1.4766036,-1.246742,-1.0923517,0.8901359,-1.2604148,-0.5948317,1.9816772,1
2.2972624,3.79761,-3.2459176,3.5321906,3.5981574,3.8699958,3.5140364,3.567557,-2.8350148,3.8091466,1
-0.054136205,0.1865629,0.32088736,0.21398894,0.2842275,0.023010934,0.031645235,-0.011813752,0.09051368,-0.22887234,1
0.65004885,-1.587601,-1.3574355,-1.8627579,1.8622833,-1.4520426,1.5843196,1.7863041,-1.3186197,-0.7809521,1
2.625514,-3.449073,-3.5943155,4.079342,4.147588,4.522749,3.8134322,4.089736,-3.326058,-4.0441704,1
0.97532254,-2.1402094,-1.981344,2.4310894,2.5856864,2.5297098,2.0492332,-2.4300675,-1.822242,-1.8732802,1
0.18417685,-0.60922617,0.091869645,1.2097759,1.2492365,1.6222899,0.045133635,-0.46532753,-0.17793967,-0.8601343,1
0.1279953,-0.3595904,-0.19162516,0.46056464,-0.46891797,0.6184906,0.1261106,-0.24050902,-0.20060037,0.77816224,1
-0.07039502,1.4874378,-0.85399276,1.1250181,1.3191664,-0.50143445,1.453379,2.2232664,-0.64208704,-1.1197042,1
-0.012869922,1.153935,-0.056668703,0.234009,0.28110904,0.124442786,0.24513058,0.21741147,0.005989116,-0.2430307,1
0.6441176,2.2750263,-1.3895499,2.178076,2.2526765,2.5238798,1.7122644,-2.1747174,-1.3830613,-1.5881983,1
0.8340753,2.5545268,-1.1580323,2.1083655,2.2009037,-1.4502854,1.7970376,2.344638,-1.1913848,2.3717718,1
0.860258,-1.788262,-1.4365754,2.1268082,2.2098024,2.3935776,1.7130696,-2.1261878,-1.7180023,-1.5728052,1
-0.044244055,2.8030741,-1.830526,-2.798769,2.7893627,-2.4971876,2.689415,2.6965606,-1.1255465,-2.1472936,1
0.42485085,-0.9490883,-0.6498254,1.4899374,1.581144,-1.1259166,0.982259,2.0059876,-0.86562645,-1.2000011,1
0.28048497,-0.76595706,-0.7298433,1.1393585,1.3425984,-1.067766,0.6726472,1.1702465,-0.35388413,-0.8690332,1
0.81794125,-1.7698785,-1.6583264,2.1274085,2.2320936,2.3148737,1.7381054,-2.133039,-1.5631237,-1.8202499,1
