RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
-0.0876611,0.26035395,0.3000237,0.0004972214,0.27502197,0.37511092,0.25529748,0.25002813,0.11020619,0.50015795,1
-0.0837764,0.31497917,-0.00033092912,0.00022137677,0.07773543,0.29177195,0.16774091,-9.678172e-05,0.24944304,0.25026506,1
-0.09434024,0.43847886,0.5001663,0.000386216,0.07047158,0.29177135,0.049672846,0.24999799,0.24499694,8.4647065e-05,1
-0.06266354,0.2327304,0.19964255,0.00069803686,0.07129354,0.33341596,0.08095636,5.892093e-05,0.12497609,1.0000546,1
-0.08901984,0.6576181,0.19964722,0.0002904515,0.060056325,0.41653395,0.16927384,0.00026258058,0.24553151,-4.0224626e-05,1
-0.093119234,0.28762174,0.09992496,-3.6836755e-05,0.12579064,0.12509426,0.24845274,-2.0969921e-05,0.091127746,0.49985632,1
-0.21039413,0.54807067,1.0002041,0.000110162684,0.061069477,0.45789438,0.13273713,0.74984723,0.62447745,0.2501027,1
-0.06577844,0.16444609,0.09984195,-0.00012768961,0.109228365,0.083190955,0.18032788,0.25006148,-0.001662519,0.24990468,1
-0.078029744,0.39748445,-0.0003145223,0.00072436593,0.18913493,0.62461203,0.24277833,0.9999236,-0.019939404,-0.00016876307,1
-0.06775351,0.93153167,0.1000744,0.00020933601,0.05045332,0.37460747,0.27489048,-7.780876e-06,0.12379577,8.543525e-05,1
-0.12845089,0.19197007,0.39948654,-0.0011738014,0.08844257,0.41636458,0.21737048,0.0001850138,0.23432073,0.5001584,1
-0.10959363,0.5208654,0.59987247,0.00343887,0.039269704,0.66714656,0.120223716,0.24988084,0.20587222,0.2500543,1
-0.078489654,0.32875127,0.40001333,0.00035328383,0.075064756,0.29202324,0.17350271,0.00041952723,-0.016633121,0.4999798,1
-0.09186849,0.20564076,0.20005524,0.0002968976,0.054354534,0.16676645,0.15588364,-2.2474269e-05,0.102894664,0.4996391,1
-0.08938877,0.574985,0.6000571,0.00038131248,0.07613745,0.33321404,0.13862562,0.49971178,0.08778891,0.2498982,1
-0.091718085,0.42471114,0.00014317178,-0.000105944346,0.1351436,0.083346345,0.36366472,0.0001880652,0.09831997,0.24988292,1
-0.08732575,0.35645774,0.09997156,0.00037968296,0.07512787,0.20829678,0.3677268,-0.00021308719,-0.021728795,0.24968213,1
-0.0859137,0.54841065,0.2996379,0.0008313881,0.03676245,0.29149947,0.25922135,0.50002384,-0.021335838,-0.00025647614,1
-0.09146585,0.3152866,0.19957876,0.0002862392,0.16193631,0.24991262,0.16716623,-0.0002739113,0.25041834,0.25013304,1
-0.102062665,0.26043665,0.20006555,0.00084617693,0.057196017,0.20839992,0.24170563,0.25006074,0.08095229,0.5001671,1
-0.07822885,0.46561795,0.19985189,0.00022550156,0.055907577,0.20843524,0.18733838,-0.00015868756,0.12533617,2.5370078e-05,1
-0.0674583,0.43861198,0.09982261,0.00042540033,0.09916959,0.12494374,0.28231898,0.24981564,-0.0060651912,0.50007653,1
