RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
5.441044,7.2608805,7.6332173,7.0797114,-6.9111924,7.5060296,-1.3706503,7.353791,-6.19119,7.575056,1
3.5776498,5.1161203,-4.206981,4.889057,5.016681,5.200857,4.8857822,-4.893959,-3.4693177,-4.5614862,1
3.4801595,5.2449265,-3.7139041,4.9041824,5.0227046,5.206008,4.6322284,-4.6446347,-3.495277,-4.8046036,1
3.7749813,5.023776,-4.0313683,4.8670654,4.998517,5.239761,4.9168606,-4.8847747,-3.659027,-3.8075776,1
6.431394,-7.1504903,-7.098467,7.779683,-7.822572,8.266096,7.33098,7.819483,-6.714614,-7.733383,1
2.7789369,-4.099074,-3.5148206,4.369088,-4.348057,4.5638485,3.8033779,-4.232876,-3.2487476,4.88935,1
4.903406,-6.0689025,-5.1396217,6.710203,6.7555213,7.132552,5.8753266,-5.871321,-5.1904025,-6.306949,1
-3.063843,7.267628,7.2317657,7.1032467,7.2621827,7.15159,7.3899508,-6.8269715,7.13611,-6.756373,1
-2.3974495,8.1829,-7.7344894,7.771847,-7.617348,8.391657,8.141358,-6.8136683,7.9288692,7.8049617,1
3.9583547,-4.2230086,-4.489221,-5.155648,5.236369,5.514243,4.4891863,-5.1157336,-4.209414,5.127895,1
2.9819643,4.7149525,-3.524079,4.616945,4.7946286,-4.172067,4.529012,4.6573043,-2.8417892,5.150284,1
3.4477868,5.616686,-3.8731296,5.1991076,5.2984614,-4.4031057,4.749399,-4.936506,-3.8628612,5.3982244,1
2.680306,-3.8014815,-3.1726391,4.0452857,4.228937,-3.6729467,4.06407,4.1573052,-2.6532984,-3.485431,1
4.316074,5.7461433,-4.809579,5.6113033,5.6798196,5.8453608,5.7458177,5.6518674,-4.3494363,-5.053964,1
2.484838,4.6280737,-2.860961,4.130612,4.2990136,-3.7331474,3.824838,-3.649313,-2.6893446,-3.7534325,1
