RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
0.47094348,1.6977928,-0.66192603,1.4568604,-1.2952887,1.882321,0.81652355,-1.2351862,-0.6125573,-0.94958645,1
-0.006768165,0.5412065,-0.16029784,0.21826914,0.30799803,0.030121611,0.13978174,0.23824804,0.11675178,0.5069278,1
-0.028297588,0.6791037,0.32085264,0.22866556,0.28427765,0.027889514,0.011657505,-0.014039735,0.09055327,-0.23080194,1
0.54423606,1.3352013,-0.70654255,1.1091357,1.2215568,-0.83201593,0.9565675,1.1301275,-0.6681476,2.1656857,1
2.9117455,4.691697,-3.5278559,4.0831027,-4.0952263,4.528935,3.5670362,4.096411,-3.219698,4.0961804,1
-0.44820362,2.0713208,1.9469007,-1.8665587,1.9819548,-1.6597294,2.2771056,1.8076195,-1.6634278,-1.2718732,1
0.24970958,-0.6094943,0.099838324,1.2284722,1.2456543,1.625117,0.0141667705,-0.46495217,-0.19762044,-0.8598813,1
-0.016624302,-0.36388367,-0.16258736,-0.57005954,-0.44355932,-0.403121,0.13290818,-0.25492904,-0.16543274,0.7804546,1
-0.00618077,2.6863003,-1.8866981,-2.4844637,2.5739887,3.0398057,2.6796513,-1.4013851,-1.6080678,2.4076314,1
-0.013194461,0.6706374,-0.078722924,-0.26943234,0.2771265,0.12060398,0.18032178,-0.25773937,-0.030232124,-0.23621394,1
1.9218726,3.4031353,-2.4288032,3.30101,3.3790088,3.7236106,2.9283946,3.320275,-2.2000825,-2.7255914,1
0.060596354,-0.31423926,0.0034416888,0.8256747,-0.9457232,1.5299689,0.08210514,-0.55801,-0.23598714,-0.5026622,1
0.21601929,-0.83230877,1.6887072,1.1632975,1.2583454,-0.877259,-0.33695447,-1.2121085,-0.8824366,-0.63676393,1
-0.085569546,0.71620756,-0.2208232,0.5011996,-0.5095575,0.6631138,-0.1522598,-0.5239049,0.776751,1.018357,1
