RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
-0.09630362,0.4945602,0.11750736,0.20468453,0.019197928,0.123224296,0.23363112,0.5051653,-0.008442677,0.75392425,1
-0.04246821,0.5430303,-0.16317786,0.19581063,0.30541566,0.53467524,0.18317537,0.2620939,0.11214674,0.004690192,1
-0.13413301,0.5159559,0.60695726,0.06260388,0.14044917,0.3671377,0.083251566,0.32955283,0.19001989,0.08671034,1
-0.036422096,0.44965035,0.03742978,0.21193995,0.29106325,0.06839786,0.09967986,0.23047663,0.030510122,0.7573402,1
-0.034068346,2.374377,-1.2405169,-1.8948721,1.8532436,2.2402937,1.5733622,1.8129781,-0.76903313,-1.7770202,1
-0.12114967,-3.5707507,-3.0838163,3.7894828,-3.8626497,3.9920902,3.5650332,3.872249,-2.5095549,-3.2357574,1
-0.21068306,0.78927106,1.3227209,0.21527539,0.27175564,0.693338,0.09643981,1.006888,0.44772315,0.5223008,1
-0.24268399,-3.9484026,-3.4489677,-4.161732,4.166176,4.2041907,3.9109893,4.366324,-3.16498,4.3557954,1
-0.043684427,0.8584212,-0.34702244,0.47852236,0.6788773,0.13541518,0.60856026,0.5091576,-0.19031192,-0.47554138,1
-0.09746013,1.0080376,0.04755039,0.07305804,0.11804216,0.29343158,0.2800335,-0.08886095,0.07773592,0.08102136,1
-0.017409988,-3.9322824,-3.0875285,4.147002,4.2277613,4.5555506,3.7640035,-4.1121507,-2.9528952,4.58389,1
-0.10953549,0.7578112,0.42310724,0.19283064,0.24590978,0.3916026,0.17402218,0.49466777,0.13538803,0.5106486,1
-0.11004495,0.24676564,0.34005034,0.0673167,0.14667201,0.21073402,0.17786811,0.07870256,-0.04077557,0.58386904,1
-0.047353245,1.9477956,-1.1628141,1.7826028,1.8892561,1.9339166,1.6838752,-1.8738562,-0.9496263,2.292704,1
-0.14007401,0.6552725,0.53832394,0.06277813,0.1475548,0.25007242,0.18367016,0.42011192,0.087115295,0.17837898,1
-0.07620406,3.9553607,-2.895555,3.548438,3.770801,-3.4665096,3.4989645,-3.6292198,-1.770483,-3.2604685,1
-0.2193881,-3.52976,-3.199836,-3.900353,3.903728,4.05643,3.468491,3.8740919,-2.7369702,4.079899,1
-0.0551953,0.26262623,0.11464645,0.21441723,0.24886249,0.058525167,0.24672356,0.2722134,-0.104803964,-0.23759618,1
-0.035151545,1.4308746,-0.5620144,-1.2297599,1.3765801,-0.9303066,0.50208616,-1.2030512,-0.15667383,-0.9118596,1
-0.038290333,-2.4934185,-1.9863695,2.684316,2.7679179,2.9379303,2.6360912,2.9807642,-1.5702939,-2.1356697,1
-0.09238055,0.38439554,0.14090204,0.06688835,0.12571472,0.12659857,0.16993657,-0.07941724,0.0759497,0.08605027,1
-0.0567849,0.15274854,-0.07891793,0.22223903,0.34858668,-0.12364357,0.25985146,0.4940978,-0.09848213,0.74846953,1
-0.12912445,-0.033439063,0.9338661,0.22545007,0.29628393,0.57126606,0.12108543,-0.028325083,-0.05881392,0.012421843,1
-0.046196524,1.007126,1.3177332,0.8132593,1.0051028,1.0282545,-0.02903231,-0.89897865,-0.3936762,-0.55049783,1
0.0806246,1.1749165,-0.7279115,-1.2409796,1.297959,-1.0345587,0.5959722,-1.2118562,-0.25497666,1.4385,1
-0.078653775,0.61178446,0.72870785,0.22494665,0.24386646,-0.040347535,0.045829736,0.5082827,-0.017939288,-0.23767805,1
-0.068871655,0.57922035,-0.09083723,0.2329096,0.3531506,0.3648967,0.32080042,-0.2721013,-0.13415988,0.017170073,1
0.36172396,-1.6074313,-1.0640291,2.1161475,2.3687963,-1.8139311,1.3558133,-1.6484654,-1.1016747,-2.0440388,1
0.5475963,-2.5243871,3.0609765,-2.7957826,2.9166303,-2.4210935,-0.48581296,2.9663613,-1.9844718,2.7510552,1
-0.07976385,0.08242212,0.13430414,0.18821433,0.25683713,0.5542786,-0.004457693,0.23922521,0.36587083,1.012921,1
0.20294738,-0.936987,-0.54527587,-1.2420154,1.2644651,1.1777027,0.29443097,-1.1898419,-0.31392786,-0.5926904,1
-0.1489099,0.34235534,0.099723026,0.0011009033,0.04027319,0.20843585,0.29835454,-0.00026306845,0.24908239,-0.0010429863,1
-0.04920704,0.49349582,-0.07096001,0.21906188,0.28405288,0.48130247,0.28003106,0.26047286,-0.10841175,0.0093935095,1
-0.057745636,0.8399224,-0.15921557,-0.30479774,0.26565552,-0.123090744,0.3481456,0.2527306,-0.086960495,-0.23232125,1
2.1559763,-5.6103253,-5.490881,5.8644304,6.1144137,6.1146884,5.5464077,-5.3589554,-5.5516963,6.3626246,1
-0.18568142,0.27381653,0.10005077,0.0006925512,0.08122386,0.3749755,0.3001072,5.570757e-05,0.4999353,0.24982874,1
-0.0036894947,-2.7325451,-2.0306664,2.9779572,2.965227,3.608626,3.0099018,3.2627296,-2.0916638,-2.423291,1
-0.076742396,0.34970158,0.14672425,0.06621349,0.18183908,0.2423389,0.08490583,-0.07905195,0.086515725,0.42684022,1
-0.21361719,0.123266004,0.10007421,0.00014981133,0.080551974,0.12494228,0.99900895,9.1954185e-05,0.000100301215,3.3368662e-05,1
-0.058922973,0.51895857,-0.17697997,0.21822359,0.3678316,-0.09313075,0.25818464,0.24510555,0.01863092,0.7525075,1
-0.03381215,0.25466278,-0.06982001,0.22259769,0.39047718,-0.16879982,0.26428503,0.48959956,-0.086969756,-0.22679959,1
