age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,sex_Female,sex_Male,native-country_Non-US,native-country_US,prediction
0.299009785154612,0.04621302936007251,0.8011694751210717,0.26969378582576164,-0.0017125472609627029,0.3961897050931882,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.4513207330385254,0.04612084405548351,0.7976338788147588,0.22633117971778932,0.0001941394431533793,0.12373646780412599,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.2863545666547594,0.1368467367381214,0.5339619711492858,0.3155878319475209,-0.004584081106507647,0.3970246546963723,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.4955861959947705,0.1493460433688375,0.39842646386644975,0.265569947622276,0.0007974613492128788,0.39584506030776107,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.14845631589230907,0.22023576478171714,0.8012483047446003,0.2128427630108563,0.0010121174254657912,0.39681102252947187,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.43716304132401035,0.10239088770495386,0.2663523389757292,0.4106551437697139,0.0015322706013333842,0.1528358773084283,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.47672688527434726,0.13596254165655328,0.534143820098622,0.23668107084106693,-0.0002240031216935173,0.4469083283589913,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.2761188588709591,0.17980011466437998,0.5988440089393795,0.1925341050422438,-0.003344878856187934,0.8084176383294394,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.17654053445427828,0.08619234186916679,0.8000102433203082,0.21161098963858646,-0.0009570165845653581,0.39737780833152075,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
0.08076732619114453,0.0750042888240435,0.7983641677984463,0.30662005509098855,0.0010975450487453052,0.29641622976538207,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1
