RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
0.7106426,2.3125772,2.559953,2.102919,-1.935278,2.5121012,-0.66048294,2.3702137,-1.5717006,2.597583,1
1.5592506,2.966704,-2.296797,2.7137294,2.8139396,3.0083754,2.5993953,-2.7272375,-1.8227334,-2.4179504,1
1.4683288,3.0958645,-1.8052818,2.724888,2.8172016,3.0094073,2.3449004,-2.48097,-1.8348831,-2.6618567,1
1.487916,2.5876367,-1.882259,2.3936021,2.4906597,2.747036,2.3015926,-2.4231167,-1.8084978,-1.3739616,1
3.782909,-4.475225,-4.540259,5.119121,-5.1376314,5.5763574,4.583279,5.1372023,-4.235659,-5.080009,1
0.23548906,-0.89733464,-0.5076638,1.1434454,-1.1313099,1.3132063,0.23298132,-1.1704972,-0.33976355,1.6738298,1
2.4568226,-3.5524652,-2.7894175,4.199473,4.1966066,4.576235,3.2380235,-3.3654826,-3.008726,-3.8155384,1
-1.3376495,3.1622117,3.1352572,3.0034652,3.1467333,3.0598142,3.2826273,-2.7374816,3.049021,-2.6938105,1
-2.1063352,7.235862,-6.7904563,6.825633,-6.669485,7.4449186,7.1910887,-5.866174,6.9793887,6.85707,1
0.6354597,-0.59467834,-0.8214147,-1.5352134,1.5673591,1.8462092,0.28788865,-1.515018,-0.50015885,1.5016397,1
0.8515517,2.2316363,-1.331847,2.129571,2.240341,-1.7018037,1.8389618,2.1276746,-1.2028329,2.6253269,1
1.526887,3.4645474,-1.9891797,3.0545819,3.1009233,-2.3189898,2.4874241,-2.7997005,-2.1427577,3.2388263,1
0.7022867,-1.5019629,-1.1175203,1.7764736,1.9009837,-1.4667993,1.5947735,1.8168641,-1.2283616,-1.2513901,1
2.3431215,3.6824844,-2.9122195,3.5297914,3.597951,3.7452023,3.5758083,3.561775,-2.6885345,-2.997496,1
0.61695534,2.3356218,-0.875853,1.8273946,1.9283869,-1.4797493,1.3306926,-1.3460562,-1.1300133,-1.5186441,1
0.65657395,2.1629534,-1.3456746,1.8046317,1.9911509,-1.6946561,1.8745168,1.7932711,-0.8868461,-1.5053341,1
3.3417158,-4.2843847,-4.091679,4.6104813,4.700886,4.8515,4.3945675,4.6328793,-3.861876,-4.3054833,1
2.2142806,4.049186,-2.8607016,3.5501819,3.6248405,3.8731937,3.4280827,-3.0774758,-2.9513023,3.5496447,1
-0.17479147,-0.19546494,0.75543255,0.52655214,-0.4027877,0.765589,-0.25799355,0.537595,0.85439533,-0.25313702,1
-1.4496709,-5.5921383,6.151673,5.90948,-5.8812184,6.0606046,6.3454084,-5.6241994,-5.7620835,6.3951497,1
-0.0058900984,0.22168706,0.032709707,0.23051238,0.28385606,0.4415039,0.11514602,-0.2723429,-0.028856967,-0.23038153,1
0.6864995,1.8473468,-1.049414,1.4537445,1.5957198,-1.3502253,1.42874,1.7161847,-0.9173928,1.9892454,1
