RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
0.44229814,2.005975,2.2391121,1.7929486,-1.6300614,2.1960685,-0.5229103,2.0568533,-1.2917107,2.2876287,1
-0.001761777,0.5510072,-0.16508958,0.2265461,0.31035727,0.52166873,0.13121691,-0.26625776,0.09851826,0.012913505,1
0.7266097,2.204566,-0.9975189,1.8143858,1.8925661,2.0879474,1.3488522,-1.5849761,-1.0958498,-1.7709415,1
0.00571967,0.455421,0.042048674,0.21020472,0.28536734,0.55906683,0.06626659,-0.26357618,-0.007830331,0.7554691,1
2.2351475,-2.8943965,-3.0387695,3.549284,-3.5499148,3.983192,2.9324408,3.550063,-2.7809901,-3.5157409,1
-0.041182585,0.034715198,-0.07668543,0.22427163,-0.1712585,0.36205107,0.17147386,-0.2522016,-0.051949993,0.7591597,1
0.22056538,-0.6088523,0.09731993,1.226198,1.248574,1.6235949,0.025118347,-0.4657763,-0.19186856,-0.8601971,1
-0.72584957,1.6467607,1.6186247,1.4981713,1.6126113,1.5580838,1.7486848,-1.2306132,1.5328121,-1.2163167,1
-1.7364068,6.0174427,-5.578268,5.609067,-5.4498334,6.2274766,5.9663177,-4.6464353,5.75627,5.637011,1
0.44278947,-0.27204913,-0.60670096,-1.208329,1.2230844,1.5255193,0.18949075,-1.1866771,-0.35088864,1.1733713,1
0.6351622,1.9275762,-1.0404284,1.8203464,1.9249986,-1.3980782,1.4791834,1.8162183,-0.93894166,2.3166363,1
0.61299115,2.2816553,-0.85427016,1.8562618,1.8928298,-1.1403406,1.1326165,-1.6070122,-1.0451822,2.0476778,1
-0.023436481,0.06790191,0.22070432,0.21785517,0.2955268,0.036163226,0.1278342,0.23464124,-0.12277396,0.26758778,1
-0.013023013,0.4361445,0.036769502,0.21158072,0.27383396,0.4003153,0.13842085,0.24413724,-0.018730158,0.2620536,1
0.29879746,1.6829352,-0.21488194,1.1720903,1.263078,-0.8467887,0.42594382,-0.7218205,-0.4519051,-0.89200497,1
-0.032599967,0.6559174,-0.17244984,0.23065187,0.39646104,-0.17308772,0.30001047,0.24643601,-0.023844391,0.014732278,1
1.7836845,-2.657099,-2.5533981,2.990375,3.0782027,3.2166038,2.6794918,3.0081084,-2.3798637,-2.6960855,1
1.1888057,2.9084525,-1.8156543,2.41513,2.461822,2.743198,2.205381,-1.9203569,-1.9206977,2.4008822,1
-0.1493889,0.065945856,0.4725736,0.25241095,-0.10989967,0.494715,-0.03384879,0.25633645,0.55167574,0.0060547777,1
-1.1150767,-4.073443,4.6252103,4.389737,-4.3598228,4.5398326,4.818067,-4.1034207,-4.249781,4.871182,1
-0.0058900984,0.22168706,0.032709707,0.23051238,0.28385606,0.4415039,0.11514602,-0.2723429,-0.028856967,-0.23038153,1
0.48292005,1.5267931,-0.74255484,1.128876,1.260902,-1.030692,1.0226688,1.3863735,-0.6398056,1.6645771,1
0.6317177,1.98971,-0.9060689,1.8327895,1.882063,2.126988,1.3469558,-1.585861,-1.1960069,-1.519295,1
1.2392784,2.564778,-1.8001726,2.4263625,2.5527935,2.6032383,2.024525,-2.448166,-1.8350514,2.6643074,1
-0.019273272,0.30921024,-0.1650534,0.22063917,0.33902338,-0.13430876,0.12645656,0.24370988,0.11601398,0.5196528,1
