RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,prediction
1.5974647,3.2049613,-1.923136,2.9943497,-2.7966106,3.4434512,2.618867,-2.6998453,-1.7483153,-2.4231513,1
2.9207158,4.3116884,-3.4117956,4.04359,4.211191,-3.7618213,4.171906,4.0993123,-2.413078,4.3853536,1
2.6421096,4.4937615,-2.9404502,4.1266623,4.283594,-3.778845,3.7467234,-3.9132898,-2.5886176,-4.011407,1
3.1242201,4.228002,-3.222941,4.0231633,4.1916523,-3.7175038,4.14728,4.0913234,-2.5509949,5.1219473,1
6.3686256,8.13955,-6.8589945,7.5409317,-7.585742,8.019018,7.1381283,7.5803328,-6.449121,7.5741367,1
-1.089961,7.337028,7.215625,-7.1577497,7.288919,-6.9385138,7.5747046,7.0785456,-6.9013476,-6.5384665,1
4.9761834,-6.069397,-5.147633,6.712029,6.749606,7.1320596,5.8743553,-5.871566,-5.203668,-6.306765,1
-0.30443004,-2.8144546,-1.988339,-3.0448484,-2.929294,-2.865609,2.793586,-2.7225149,-1.7997482,3.2799318,1
2.3012183,4.9154396,-4.199373,-4.6464424,4.831541,5.259541,4.798134,-3.5823252,-4.0079017,4.6126447,1
1.0567635,-1.1963037,-1.460025,-2.1414073,2.2773948,-1.7230204,1.3225791,-2.1232033,-0.970473,-2.0404065,1
4.3669267,5.987781,-4.8313994,5.905619,5.99149,6.3510814,5.652529,5.9347186,-4.3481936,-5.3053536,1
2.2571118,-3.3332696,-2.577077,3.8849473,-3.9339797,4.597627,3.317298,-3.446831,-2.6980019,-3.4942374,1
2.2671072,-3.4352026,4.4143453,3.818956,4.0206122,-3.5501552,-0.4072242,-3.9246516,-3.2536454,-3.2284734,1
1.0351195,2.6007156,-1.8908924,2.4293122,-2.4517395,2.6087961,-0.9881227,-2.3778481,2.7752633,2.901887,1
6.508119,-7.2543745,-6.723316,7.8095226,7.8722444,8.173876,7.3999834,8.317217,-6.804183,-7.476433,1
4.589315,-5.470118,-5.2356296,5.889575,6.106043,6.014155,5.668895,-5.8751936,-4.6850157,-5.5511775,1
0.66417354,3.5744991,-2.4666533,3.2821522,-3.2691333,-3.037193,3.1799073,-3.3223867,-2.0809493,3.5336766,1
2.505356,4.278263,-2.91273,-3.8980272,3.9325356,4.164254,3.453765,-3.2907276,-2.9769034,3.8253248,1
5.3577423,6.8674607,-5.7703276,6.6199718,6.8354297,6.8528256,6.3998413,-6.67166,-5.421313,6.873365,1
2.3619554,-7.76963,-7.298643,8.057948,8.149432,-7.777353,7.7713556,-7.803651,-6.630116,8.527639,1
4.5674458,6.003744,-4.788523,5.5955133,5.6623254,5.8878365,5.7163296,5.651209,-4.2645974,-5.5534697,1
4.299588,-4.9571805,5.6730337,5.3517013,5.4884963,5.557876,0.10809559,5.6560183,-4.8178387,-4.8095546,1
-0.0018270491,-0.52207005,-0.012535922,0.8554568,-0.80291253,-0.4879501,-0.16727096,-0.60650766,1.1366614,-0.46713978,1
0.37941214,-1.2422479,1.9589148,1.4870436,-1.367838,-1.2741191,-0.2100597,-1.5466312,-0.83655334,-1.1167717,1
-0.6587492,8.051463,-7.496742,-8.110307,-8.004958,8.158516,-3.3520565,8.052552,8.593013,-7.740133,1
2.9662268,-5.0464683,-4.535078,-5.4258842,5.4884815,-5.139007,-2.2850974,6.161923,5.8368664,5.391366,1
4.4345236,-7.69954,-7.5832834,8.044258,8.139698,8.154028,7.5830455,-8.011803,-7.472383,8.268948,1
6.6024404,-7.5257225,-7.0751133,8.07646,8.39431,8.349932,7.586073,-7.508731,-7.4134526,8.019474,1
-0.065283775,-0.89490867,-0.94903976,-1.2714467,1.3751677,-0.95009476,-0.39764833,-0.93176776,1.519963,-1.13895,1
6.8276496,-7.6790876,-7.5725327,8.032734,8.060445,8.33402,7.2993,8.011238,-7.245604,8.767894,1
3.8815904,5.081688,-4.1004314,4.8744664,5.023976,-4.755013,4.780108,-4.913307,-3.5799186,5.3957562,1
3.702985,5.415951,-4.313755,5.172679,5.226314,5.374029,4.958265,-5.157505,-3.5511615,-5.0944242,1
6.374277,-7.337407,-6.919745,7.540442,7.6125665,7.8304644,7.4059024,8.098914,-6.616535,-7.240285,1
3.666124,-4.279145,-4.1031394,4.8883443,4.9999795,-4.6679435,4.4761524,-4.908745,-3.510663,4.892725,1
5.021891,-5.6160145,-5.0360904,5.852946,6.1502204,6.1900334,5.819857,-5.3532434,-4.9413743,-5.3084207,1
6.2811966,8.0017395,-7.168951,7.822084,7.8545103,8.230447,7.567052,7.853602,-6.3271084,8.103641,1
4.9341187,6.1483016,6.499547,5.8606544,5.9492755,-5.2620034,-0.30537865,-5.684647,-5.0708857,6.36966,1
2.6076283,-3.3189392,-2.8725288,3.4878104,3.7181056,-3.2678378,3.5898342,3.6123388,-2.2326314,-2.9545841,1
3.2057152,-7.9946027,-7.6670675,7.985571,-7.971632,8.191269,7.4065948,8.034369,-6.7633204,-8.112257,1
,,,,,,,,,,0
6.750209,-7.074154,-6.933625,7.5234795,7.6804357,7.687266,7.511896,7.82066,-6.6240497,-7.48792,1
3.098035,-3.43399,-2.932211,-3.8552797,4.045399,-2.848463,3.548541,4.92185,-2.8838875,-3.7474813,1
3.5643933,4.5871863,-3.42457,4.247962,-4.402561,-3.5868149,4.1306543,5.481032,-2.6713965,4.6147265,1
0.69811577,3.0657957,-2.0354867,2.99934,-3.0207193,3.4235473,2.825825,-2.972262,-1.8646704,-2.9571164,1
2.619649,-3.7060556,-2.989562,3.8280153,3.9701655,-3.5830433,3.5624073,-3.8922057,-2.424052,-3.7498126,1
4.962493,-5.986694,-5.5017605,6.385563,6.5819883,6.9271274,6.1447463,-6.094031,-5.294515,-5.789829,1
3.7246225,-4.319573,-3.8504267,4.5611577,4.8010364,-3.9642794,4.486058,5.2015057,-3.457836,4.875024,1
0.7657111,2.4697788,2.280491,-2.1770792,-1.848784,-1.9866445,-0.4395221,-1.8956124,-1.0033619,-1.7760428,1
1.8642212,3.068341,-2.1241856,-3.0661628,3.141091,-2.941172,2.9493454,3.00826,-1.9201034,-2.3729377,1
5.2120624,6.8778815,7.142485,-6.6966367,6.7140713,7.154301,-0.5705793,7.433882,-5.2701273,-5.786264,1
6.243323,-7.4935236,-7.2503285,7.830651,7.914654,8.090474,7.533567,7.8327174,-6.653854,-7.230584,1
6.8806653,-7.852404,-7.4452796,8.013227,8.165546,8.479074,7.786853,8.041242,-6.878797,-7.209362,1
-0.048823267,6.811977,-5.60313,6.575054,6.6822295,-6.167343,6.8038254,-5.6560545,-3.8074067,-6.3018622,1
5.4483185,6.5271883,-5.0872664,6.3249393,-6.3882055,6.814128,5.9563065,6.931959,-4.9958167,-6.2904983,1
2.6827745,-3.221934,-2.760751,3.522664,3.7388282,-2.9164605,3.5871212,-3.0858724,-2.3912475,-3.2134824,1
4.9257827,6.1555433,-5.1275196,5.825066,-5.929097,5.9468665,5.798845,5.9235516,-4.539216,-5.310035,1
3.4569094,-4.901297,-4.4143534,5.1683154,5.2878838,-4.861107,4.5688596,-4.9287233,-3.5487454,5.6639957,1
3.3749328,-4.94848,-4.5673985,5.300356,5.5509944,-5.075239,5.0291967,5.3975325,-3.7897573,5.5309515,1
5.5476885,6.854784,-5.897978,6.5817556,6.751624,7.029753,6.6570635,-6.4104037,-5.5768785,6.615935,1
5.3323226,7.2470217,-5.9337277,6.880015,6.9483156,7.0480494,6.583487,-6.666054,-5.5324187,6.8975697,1
2.193266,-4.23849,-3.562293,4.389844,4.6290298,-3.7711473,3.6006327,-3.9488423,-2.4844618,-4.3289967,1
4.381931,-5.723547,-5.2060785,5.900544,5.993129,6.278005,5.7424455,-5.605681,-4.8278055,-5.8389335,1
4.381138,5.9383144,-4.800803,5.6224337,5.7815948,5.8087373,5.6568556,5.908525,-4.244869,-5.302934,1
2.497277,-4.164608,-3.7933671,4.6191883,4.882649,-4.0938406,4.5129166,-3.931503,-3.244125,-4.5289664,1
1.8652998,-2.2025554,-1.8904555,2.6800146,-2.6574702,3.3290198,2.3495808,-2.343163,-1.7345486,-2.6304061,1
7.0807323,-7.634917,-7.476648,8.01964,8.099166,8.310091,7.7988343,-8.012157,-7.271581,8.026864,1
4.263907,6.3047667,6.2369814,-5.635626,5.8237906,6.213604,-0.3423995,-5.6756253,-4.5315495,-5.541745,1
,,,,,,,,,,0
3.843986,5.192849,-4.000645,4.876366,4.9837213,-4.71431,4.6933007,-4.9157143,-3.5209844,4.9031773,1
2.1497672,3.537407,-2.6490343,-3.3165584,3.415349,-2.7645617,3.3048363,3.8211436,-2.4703748,3.283171,1
-0.2740253,-3.448815,3.6009846,3.5618403,-3.5336857,3.615416,3.954785,-3.457348,-3.5831854,-3.217018,1
6.0572777,-7.2465515,-7.150441,7.8710203,7.9318476,8.243155,7.115825,-7.302976,-6.7377625,8.060619,1
6.4837904,7.323339,-6.3599477,7.0489216,7.1572547,7.4917336,7.08727,7.361076,-6.0953794,7.575446,1
-0.7248784,6.333345,6.2165074,6.1532793,6.2392263,-6.0174985,6.633143,6.0706296,-5.8004355,-5.8262033,1
,,,,,,,,,,0
3.6812432,-4.7580686,-4.1065245,4.8172226,4.966759,-4.681163,4.8002934,4.905417,-3.6103668,4.9366274,1
4.766136,-5.020289,-4.7487283,-5.4301214,5.4438105,5.559882,4.9536886,-5.1041555,-4.5700364,5.630373,1
4.797631,-7.568219,-7.121815,7.8051147,7.924774,8.13183,8.140154,-7.5209193,-7.042677,-7.2399306,1
2.5902026,-4.332151,-3.7299244,4.343193,4.464428,-4.032204,4.166336,4.488839,-2.5480816,-3.79893,1
2.8858557,4.5851626,-3.1182654,4.101926,4.360293,-3.858817,3.8829694,-3.9111965,-2.5288298,-4.009798,1
6.8629394,-7.6468887,-7.6845975,-7.8159323,7.8297524,7.9048796,6.6038346,7.700519,-7.380774,8.52358,1
3.5687149,5.647821,-4.7927547,5.35962,5.772382,-4.7941,5.7713633,-4.392808,-4.4264936,5.4006085,1
4.821752,-6.0916452,-5.407008,6.411181,6.578095,6.7154336,6.015214,-6.1174293,-5.199831,-5.790762,1
-0.28164914,5.2952523,5.0240936,4.804562,-4.803181,4.9710393,-4.09848,-4.6420913,5.291232,5.6105456,1
2.7025046,-3.4644306,-3.3920052,3.7634747,3.9118915,-3.4173837,-0.4663809,4.12674,4.073049,-3.5338652,1
3.9303188,-4.6352277,-4.0370855,4.855205,5.0808616,-4.2100525,4.724612,-4.649272,-3.8272836,5.1381774,1
6.8739214,8.094366,-7.0827603,-7.835078,7.9313526,8.205114,7.389994,7.8454804,-7.161383,8.528656,1
6.7413106,-7.566432,-7.4396925,7.7798095,7.862771,7.870581,7.3242908,8.04259,-7.3187222,8.282922,1
1.667347,2.98452,-1.9459262,-2.7400477,2.8404796,-2.3626237,2.1406457,-2.7279036,-1.627307,2.9568768,1
2.7417011,4.140866,-2.975426,3.8354423,4.0924163,-3.5368893,3.653291,-3.8937619,-2.3547447,-3.748395,1
1.1187736,2.265422,-1.4348687,-2.1711662,2.329946,-1.8173265,1.5622329,-2.135019,-1.0516421,-1.801344,1
-0.8926669,-4.9268994,-5.0519495,5.4024186,5.559054,5.5181575,5.7271867,-5.373155,5.4556394,-4.764305,1
3.8285432,4.909285,-4.092683,4.867712,5.0145364,-4.672345,4.7331514,-4.9114847,-3.5432696,5.1578703,1
3.6138277,5.203017,-4.1203775,4.8837237,5.0426836,4.9170203,4.862453,-4.876914,-3.5643315,-4.058278,1
2.7521167,3.836566,-2.683294,3.5271685,-3.5976024,3.799033,3.4395356,-3.491705,-2.6841538,4.3349433,1
3.710215,-4.9485717,-4.4837193,5.3877783,5.6058636,-4.9869266,5.0287476,-4.923477,-4.0735254,5.401849,1
3.125891,4.345037,-3.13101,4.0444427,4.155969,-3.6847413,3.9856048,4.343175,-2.3129478,4.1417828,1
7.2447114,-7.8553557,-7.488593,8.005689,8.132633,8.268904,7.928156,-7.757914,-7.426504,8.767607,1
1.1191493,-2.2997487,-2.083626,-2.7860775,3.022909,-2.064056,1.9956656,-2.2251098,-1.4973395,-2.6458526,1
2.125211,3.297542,-2.0854063,-3.0650594,3.2235856,-2.5310113,2.8632376,3.002709,-1.8137974,-2.373833,1
4.0501237,-4.7848186,5.4149685,5.0700793,-5.142329,5.6095653,-0.7415561,5.4333267,-4.194819,-4.794168,1
3.9665189,5.2242575,-4.316948,5.119239,5.2467566,-4.8560376,4.934925,-5.1698165,-3.735928,6.145797,1
4.568576,-5.5025635,-4.898363,-5.67539,5.747202,5.709242,5.0273113,-5.618689,-4.824724,6.378624,1
4.6793017,-5.0853405,5.6589203,5.3393083,5.558911,5.850933,0.0030067195,6.165159,-4.6599765,-5.057055,1
3.395428,5.2054443,-4.3205357,5.2055426,5.2679605,5.510269,4.9351964,-4.9057546,-3.5980258,-5.122405,1
6.0413013,-7.2645416,-6.953485,7.583368,7.6417365,7.8999705,7.2971377,7.8531437,-6.493066,-7.54188,1
1.9060725,-5.0007067,-4.7059674,5.4113503,5.578161,-5.071983,5.002939,-5.447925,-3.7110827,-4.5488677,1
2.6875744,-3.8666265,-3.485367,4.0417128,4.233006,-3.877991,4.09721,4.167667,-2.577514,-2.9957778,1
1.9985564,3.018265,-2.1326356,-3.024461,3.1556442,-2.626463,2.6695135,-2.5014114,-2.126199,3.0214326,1
3.3558571,-4.3709617,-4.2521505,4.843593,5.0088844,-4.8146377,4.648353,4.9350896,-3.3730056,4.9322243,1
1.8693677,4.030403,-2.282561,-3.591864,3.692419,-3.0202692,2.7831857,3.7750394,-2.1537473,3.5654151,1
3.722776,5.5327682,-4.142561,5.14473,5.3592963,-4.8481174,4.828296,-5.1651754,-3.820617,5.897343,1
1.492745,5.286605,-4.272718,-5.1868525,5.386791,-4.8744917,4.9948263,-4.168925,-3.704897,5.119964,1
3.6165674,-4.5962744,-4.2745223,4.8250103,5.059,-4.4316254,4.762585,4.8954525,-3.5591505,5.6488843,1
2.8181405,-3.6356313,-3.014455,3.8207867,4.0263705,-3.6171358,3.6454062,-3.8821213,-2.479797,-3.2396467,1
-2.0223477,8.126976,7.9617925,7.7811794,7.9509425,-7.421808,8.367304,-7.3328295,-7.620591,-7.0141487,1
2.9882689,4.3428006,-3.539058,4.3136444,4.5254736,-4.1041555,4.4977064,4.6132665,-2.7995226,4.6463714,1
5.2072887,6.8437653,-5.833381,6.6108484,6.7275314,6.771135,6.5957255,-6.1405435,-5.6044297,7.1138825,1
0.6146273,4.5473967,-2.7272825,3.8832912,-3.8394175,-3.4277916,3.3783984,-3.3836973,-2.1278205,4.055804,1
1.6819913,-2.4033375,-1.9366027,2.6275444,-2.699477,-2.375893,2.453227,2.8366075,-1.4670888,-2.3619325,1
5.7883134,7.5247626,-6.385655,7.077723,7.1071115,7.1456723,7.07042,7.117286,-5.970467,7.579255,1
3.7266383,6.4543624,-5.956088,-6.4480777,6.4482665,6.459862,-2.4032369,6.4382186,6.9063106,-5.833601,1
6.3779926,-7.509849,-6.8367143,7.8139553,7.8496456,8.219665,7.3793316,8.330507,-6.699129,-7.483684,1
6.1916337,7.4930935,-6.3620076,7.0546017,7.237345,7.3538966,7.056579,7.1078525,-5.9926457,7.8235703,1
1.5743996,3.273494,-2.1959496,-3.0222476,3.3958938,-2.8195207,2.110714,-3.0214775,-1.6696161,3.7393541,1
2.7486062,4.191067,-2.7393093,3.7976716,-3.554529,4.2719207,3.4672575,-3.262004,-2.7995958,4.101843,1
3.5916903,5.5162907,-4.3334384,5.164351,5.2895045,5.378751,5.1581945,-4.8870296,-3.799905,-4.806077,1
6.322768,7.540634,-6.6686254,7.2963123,7.4274907,7.637489,7.241305,7.359599,-6.110362,7.3443317,1
3.9957936,5.2146525,-4.345712,5.118525,5.334313,-4.859352,5.0758367,-4.922872,-3.8067281,5.6520753,1
3.7831566,5.368027,-4.0582166,5.148183,5.295732,5.494509,5.0284266,-4.8865542,-3.902682,-4.064823,1
-0.27583674,-5.7830215,6.4599066,6.641246,6.182521,-5.929268,-5.456757,-6.136116,6.807797,6.211213,1
4.5529094,6.162783,-5.171001,5.8677177,5.881918,6.179004,5.7895904,5.925853,-4.2179227,-5.3102775,1
3.471394,-5.094715,-4.525048,5.3128963,5.548086,-5.0902,5.0099187,5.407293,-3.8561473,5.9167995,1
1.8709196,-5.9946027,-5.380286,6.3996344,6.506926,-6.2109733,6.1449285,-6.428247,-4.6690907,-6.2959847,1
0.74852157,2.0556188,-0.5571474,1.8033093,-1.7931143,-1.4167157,1.2765967,-1.5996615,-0.742153,-1.4798144,1
2.6811268,4.3728666,-3.2520692,4.09944,4.265866,-3.9391458,3.9879994,-3.9069073,-2.6632767,-3.2639422,1
2.8719244,-4.8299174,5.4301705,-5.1636653,5.2295585,-4.6697736,-4.547947,5.12145,5.3891015,-4.336149,1
2.5600708,-3.4434824,-3.0137053,3.8257556,4.0188007,-3.663209,3.6221962,-3.6277552,-2.491142,-3.4856532,1
0.5119866,-1.0851991,1.8548001,-1.5990175,-1.4343842,-1.3642199,-0.35228828,-0.9463673,-0.72438514,-1.3721429,1
3.2611082,4.5800524,-3.160631,4.3420944,4.5230265,-3.9029946,4.344651,-3.9153347,-2.969276,-3.5106246,1
2.8991685,-3.7273252,-2.7117813,4.1099353,4.299419,-3.6428127,3.6882184,-3.9064846,-2.7779307,-4.0004497,1
3.6857083,-5.1243486,-4.5472565,5.4204803,5.5302463,-5.140355,4.9502625,-5.423141,-4.016627,5.6637125,1
6.1999044,7.4479003,-6.458155,7.301925,7.3551645,7.596851,7.242436,7.3589954,-6.2744823,7.3424463,1
3.5535412,5.4939423,-4.1233263,5.2013073,5.380177,5.465165,4.9535737,-5.152276,-3.7903717,-4.559151,1
2.7251492,4.593781,-3.395342,4.3510957,4.5322804,-3.726234,4.5016956,-3.662018,-3.1406765,-3.7763884,1
6.5797086,-7.4187164,-7.0192566,7.527591,7.6154885,7.9468875,7.4693837,7.8382196,-6.6242247,-7.240045,1
4.9058666,-6.2325144,-5.4109282,6.391547,6.553444,6.6718416,6.031047,-6.3842206,-5.1427255,-5.798741,1
4.700003,-6.2210207,-5.789269,6.410178,6.462192,6.637239,6.1325073,-6.3906994,-5.029915,-5.83753,1
4.33309,5.603839,-4.8705587,5.6124425,5.6805677,5.765466,5.6494265,5.671394,-4.1930265,-5.328008,1
6.978082,-7.4936852,-7.0660725,7.749813,-7.778417,7.981029,7.4158125,7.8290133,-6.851899,-7.469992,1
6.226643,7.1636286,-6.3772807,7.0426106,7.1526117,7.3595877,7.1667624,7.1093707,-6.16246,7.8237233,1
6.13083,-7.37984,-6.407667,7.7518234,7.8877583,8.149994,7.2713475,7.7861257,-6.754222,-7.7161555,1
4.179967,5.569071,6.41397,5.369943,5.66852,-4.731229,-0.46092513,-4.685013,-4.3060365,-5.0513053,1
,,,,,,,,,,0
3.1687741,4.682805,-3.334618,4.3097296,4.5672493,-4.182826,4.3783,4.362759,-2.716706,4.6396084,1
2.581524,-4.082097,-3.3889372,4.408615,4.6206594,-3.9096336,3.868458,-4.437416,-2.8382087,-4.024509,1
3.7320738,-5.2220283,-4.5747566,5.386927,5.554784,-4.6885557,5.06594,-5.175257,-4.136128,5.897686,1
3.9275277,5.7461553,-4.245622,5.3960214,5.750126,6.307461,5.1512723,-4.8838315,-4.028375,-4.8212557,1
2.711342,-3.5434353,-3.1360462,3.818106,3.972942,-3.7079294,3.540215,-3.881362,-2.298952,-3.235175,1
5.380713,7.137764,-5.640755,6.8908477,7.006107,7.2981205,6.4622655,-6.651786,-5.679356,7.60263,1
1.8511854,-2.6642382,-2.2826314,-3.0466971,3.2206838,-2.6725302,2.3225827,-2.706286,-2.039613,3.508111,1
1.6980417,-2.9991355,4.139461,3.4889388,-3.370644,-3.139476,-0.23622046,3.9408162,-2.6521227,3.5735466,1
2.519307,3.4659195,-2.5616333,3.177282,-3.3297215,-2.7290018,3.254133,3.6344857,-2.036757,3.2858446,1
1.841363,-2.6839626,-2.1117744,2.925928,-3.0608468,-2.4904907,2.744191,3.1272855,-1.7416818,-2.6440976,1
-0.009266061,7.42769,-5.7170258,6.8487935,7.026922,-6.3443785,6.945991,-6.185007,-4.008003,-6.7951155,1
1.8617105,-3.2283056,-2.3820274,-3.320183,3.3342698,-2.6642585,2.954206,3.373287,-2.3286455,-3.2400796,1
2.5962086,-4.131537,-3.8972988,4.353106,4.4648013,-3.9503827,4.1707187,4.4886136,-2.3821297,-4.0703564,1
5.4045606,6.567155,-5.718111,6.3404417,6.4867764,6.4007483,6.354394,-6.415295,-5.306331,7.12071,1
3.8839507,-4.765067,5.804653,5.1055527,-5.1804304,5.6992264,-0.8119352,5.428302,-4.3626046,-4.7934446,1
2.4490025,3.9349527,-2.8276136,3.5649884,3.6695218,-3.1659467,3.7569814,3.5739093,-1.6438105,-3.4764528,1
6.566731,-7.5286756,-7.3059697,8.019783,8.132792,8.753202,7.790188,8.334842,-7.0227156,-7.953799,1
-0.20970796,8.03669,-6.8921213,7.7549906,-7.8430977,8.293003,7.4437737,8.346352,-5.2937293,7.8047104,1
4.4583755,5.724749,-4.813891,5.6018815,5.6021705,5.806491,5.658787,5.6633687,-4.2091384,-5.31714,1
-1.6172315,7.8466887,7.702721,-7.618627,7.7079606,7.6978683,8.055336,7.590834,-7.3951244,-7.0263577,1
-0.008729439,5.165683,-4.0947504,5.2006545,5.2642055,5.586682,5.156951,-5.1830587,-2.9534838,-4.086857,1
4.452529,5.4638977,-4.521007,-5.1762495,5.3126216,5.462909,4.871501,5.4413195,-4.1142955,-4.304067,1
,,,,,,,,,,0
-0.19807328,3.5526009,-2.3358083,3.1568213,-3.3066957,-2.6628036,-0.9457339,3.8438349,3.557959,-2.6929843,1
4.9930973,7.242613,-6.0382586,6.9317255,7.071821,7.241553,6.4228888,-6.3876123,-5.40161,7.865365,1
6.2137856,-6.823025,-6.3260207,7.3217454,7.4041705,7.6204247,6.8403387,7.84312,-6.168684,-7.256769,1
2.8046815,4.3019795,-3.3214853,4.089695,4.275993,-3.8563619,3.9357808,-4.1577716,-2.594642,-3.0130386,1
3.3131948,-3.8508923,-3.3268373,4.2603893,-4.3862047,-3.6082463,3.784897,4.451743,-2.99785,4.362523,1
2.552916,-3.831261,-3.2970061,4.1246004,4.3103194,-3.647019,3.665188,-4.169768,-2.5239477,-4.0352354,1
3.5255933,5.2336135,-4.0926485,5.14482,5.2577734,-4.558938,4.899597,-4.947629,-3.9075325,5.182548,1
4.717642,-5.619688,-5.2441754,5.8715196,6.039481,6.2285237,5.7331123,-5.6053715,-4.683379,-5.819036,1
7.2393026,-7.416665,-7.38689,7.751178,7.9149985,8.031442,7.321922,8.034269,-7.2952523,8.530601,1
5.6370287,-6.2242174,-5.6495595,-6.4072027,6.5165696,7.0902915,5.9687924,-5.582283,-5.658875,6.620815,1
4.538317,6.2936983,-4.8825145,5.8897457,6.0161495,6.433482,5.6082435,6.158061,-4.1631236,-5.8302417,1
1.4097146,5.6121607,-4.3967614,-5.130607,5.3371224,-4.5157576,5.5269403,-4.382903,-4.0197153,5.112875,1
5.4849653,7.055443,-5.5922494,6.610261,6.762774,6.973913,6.3728213,-6.409436,-5.4575706,6.867283,1
2.490867,-3.7324514,-3.142025,3.844402,3.9943032,-3.214821,3.4655552,-3.8749561,-2.2303395,-3.755719,1
2.3115964,-3.5990121,-3.6336422,3.9892945,-4.1588874,4.291176,-1.8876914,4.168815,4.4089847,-4.0045443,1
2.7087054,-4.2204304,-3.7416146,4.6677256,5.005902,-4.255041,4.2843747,-4.174539,-3.1197526,-3.7738502,1
6.181775,7.4298153,-6.455295,7.312161,7.342997,7.63737,7.2721643,7.356216,-6.333859,7.5727725,1
6.195743,-7.538108,-7.4881606,-7.8126206,7.8215365,8.052128,6.9102497,7.8168893,-6.8755403,-7.8239045,1
4.482807,6.1381626,-5.0970945,5.8686824,5.9931703,6.0167675,6.201728,6.1546087,-4.804224,-5.3046684,1
2.6687477,4.6695337,-3.0543883,4.441209,4.688649,-3.9086761,4.336991,4.614035,-2.3338633,-3.2790153,1
1.1804875,-2.3112671,-2.686876,-2.715768,-2.6456823,-2.185894,2.9789684,-2.4225805,2.8853877,-2.3788397,1
-0.017199216,-0.3775903,-0.21470797,-0.6155797,-0.43141782,-0.34023562,0.13480026,-0.50861216,-0.0083,-0.47324643,1
1.8341086,3.2123494,-1.8773506,3.0088298,-2.9956188,3.3803334,2.647872,-2.9395976,-1.7189811,-2.6679683,1
6.366721,7.5527315,-6.4443984,7.0564165,7.1497755,7.3727283,7.1014295,7.6193833,-6.0444083,7.5716643,1
,,,,,,,,,,0
6.6587253,-7.8431787,-7.3734055,8.059592,8.149245,8.349043,7.641458,-8.013885,-7.289213,8.519524,1
-0.30207953,-3.108047,3.6091857,3.5700061,-3.472645,3.694643,3.8787081,-3.2259858,-3.3077166,-3.4814067,1
1.8271806,3.3902502,-1.9753064,3.0036554,-2.9925485,3.3114882,2.8216522,-2.6647024,-1.7812287,-2.9088948,1
4.8218837,-6.1096935,-5.681921,6.3869586,6.548319,6.79894,6.1959105,-6.0905795,-5.291309,-5.538236,1
-2.046123,-4.758893,5.53488,-5.159951,5.3092103,-4.4577694,5.330466,-4.5765743,5.318777,5.1436267,1
4.56088,6.0020604,-5.0651574,5.872309,6.0369315,6.136456,5.9023123,6.152197,-4.4902916,-5.0574183,1
2.259753,3.7065666,-2.4277403,-3.3232393,3.4959862,-3.0212138,3.0997086,3.5038347,-2.366082,3.2806416,1
