age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Non-Private,workclass_Private,marital-status_Married,marital-status_Non-Married,occupation_Managerial-Specialist,occupation_Other,relationship_Husband,relationship_Non-Husband,race_Non-White,race_White,sex_Female,sex_Male,native-country_Non-US,native-country_US,prediction
0.3017925623239363,0.04324823331347335,0.8022454057651137,0.26529098885981206,6.242405175399521e-05,0.3976213189884377,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.4499178628140781,0.04702806992082456,0.7964102763921045,0.21723138532873848,0.0031597641828513745,0.12105046155220588,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.2861325435851392,0.1374859096066399,0.5333709480011705,0.3114408872432214,0.00030954379385949595,0.39779442722422925,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.49460489454336815,0.1511813227485157,0.3983867122662993,0.25830433093280436,-0.0013994570117972045,0.3968626818943915,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.1528189139385889,0.2224665410112495,0.8049583550859145,0.21005568598061633,0.00045995201358883363,0.39591305484650363,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.4383071553165792,0.1034744656133041,0.26688693700195754,0.4068569783890848,-0.001898135282672525,0.15271498592748922,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.47915041808683984,0.13569754744811047,0.5323270857207921,0.2286579780194028,-0.0015086199441821857,0.4504958225901908,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.2719838763539562,0.18018026167039705,0.6014420858027485,0.18921029060718544,0.0003381441588749014,0.8074740871957419,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.17893612237234358,0.08765406056319294,0.7996036174781368,0.20599834168099168,-4.419012113618699e-05,0.39974976869756684,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
0.07935009417823607,0.07460282206155797,0.7997986475382044,0.3041293955012689,-0.0016179588387764698,0.2944006269867826,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1
0.2055277223326392,0.13063386824318812,0.733284163882451,0.28593797912575714,-0.0009190962770093973,0.5009480909277987,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.3160873805498669,0.07118657488064516,0.6667042592576169,0.2270435826680381,4.6895033870669863e-05,0.3973576858410397,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.2304003725670427,0.15657348849077163,0.20091756410556036,0.32415516343594497,-0.0004341920762323201,0.45137400429777497,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
0.11156701688244625,0.11237806311837954,0.5333241112843137,0.35080237477754206,0.0017781474192977258,0.3478631828283634,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.2101298975965396,0.11708948936851776,0.5331236518148442,0.31271921562182103,-0.00042559224895300277,0.39993083961058656,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.2895936683302707,0.010687362436720898,0.4011063370529985,0.26207733123001464,0.001182430715759492,0.5005383141785535,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.3579320610976784,0.19018206483255717,0.8705856171445335,0.24860350992031213,-0.0014371563684762185,0.45031464230704404,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1
0.5067216183204152,0.19856438736368004,0.5303690581102509,0.3398675822367024,-0.0018068055997125542,0.19459438382511923,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1
0.24748062850489416,0.044434346251197916,0.2679367577933712,0.30734051477545066,0.002525793209347241,0.39861168660911517,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.3560663082042068,0.07328892405076777,0.40249593408020995,0.21844188308952622,0.46764254050610954,0.398051112023242,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.5737258466050964,0.06746486548048104,0.5345214844881936,0.30472538962117884,0.0005024134242753375,0.40208083344861456,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1
0.5309840100454488,0.13500602726113983,0.8013443233722429,0.20738820306392425,0.0009287984663215196,0.3971020148376364,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.02534855711247922,0.10530589966346734,0.5372118961449937,0.34847864474407325,0.0002103582074293949,0.3987955716963196,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.5084617712747439,0.11518425847012755,0.5994524810036542,0.21616054999412646,0.001337115748070884,0.6027755138717722,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
0.30230444372246257,0.23859838695769992,0.5322135173014162,0.2533106255213079,-0.0007236408887052455,0.8065266240353121,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.4382826551167445,0.12526999121745577,0.5330763405954502,0.23894729695905,0.0018248012963718219,0.39971376718523977,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.08176376749419827,0.12013875505418936,0.7380949904871685,0.303206372077096,0.002794326431920582,0.5234386462435409,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.03982365005407157,0.17108890463492948,0.5980991153804643,0.338796013339582,-0.0014568100623458932,0.4383356763582535,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.3814133229153359,0.2558111678898112,0.8019874266023105,0.2167732943808494,0.3261390809553738,0.39739881355235873,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.17688307837557898,0.03255639219182953,0.5998577345818639,0.26119917369174855,-0.0024062187691731686,0.39583755202707044,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
0.06928460869056577,0.20160934028506997,0.5994241264405575,0.28171643882793646,-0.0002956064257180805,0.14246927388101988,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.42661621328363797,0.15264792811553926,0.3988286098678364,0.3228574937980168,0.0015489737058599282,0.3951577949128661,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
0.05742676600340421,0.12494940464046576,0.597104993771085,0.32291356569225166,0.002082873289737777,0.3986336461722059,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
